"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US28049","Hinds County, Mississippi","89585","891","8.0","0.8","6.7","0.9","11.1","1.0","11.0","1.0","14.1","1.1","18.1","1.3","11.6","0.9","11.2","1.0","4.1","0.5","4.2","0.5","48596","2731","68871","2181","41.6","(X)","(X)","(X)","(X)","(X)","54269","1471","5.2","0.7","3.9","0.7","7.9","1.1","10.2","1.2","13.1","1.3","18.8","1.5","13.2","1.3","15.7","1.4","6.1","0.8","5.9","0.8","62295","2759","83889","2904","(X)","(X)","45.8","(X)","(X)","(X)","29508","1281","1.2","0.4","1.8","0.7","2.7","0.9","6.2","1.3","9.5","1.4","19.3","1.8","14.6","1.6","25.2","2.3","10.0","1.3","9.5","1.3","89820","4206","111382","3984","(X)","(X)","(X)","(X)","(X)","(X)","35316","1380","13.0","1.5","11.4","1.8","17.1","1.9","12.8","1.6","15.2","2.0","16.1","2.2","8.4","1.3","3.6","0.9","1.0","0.3","1.4","0.5","31022","1847","43516","2643","(X)","(X)","(X)","(X)","34.1","(X)",
"0500000US28051","Holmes County, Mississippi","5798","197","21.4","3.5","13.0","2.6","10.4","2.5","11.6","3.0","13.6","3.0","10.8","2.6","8.9","2.5","5.3","1.7","2.0","0.9","3.0","1.3","28818","2275","49164","5802","44.0","(X)","(X)","(X)","(X)","(X)","3397","276","18.2","3.9","5.7","2.1","10.5","3.5","10.8","3.5","20.0","4.3","12.8","3.4","7.9","2.5","8.0","2.8","3.0","1.4","3.1","1.8","41083","4959","55260","6493","(X)","(X)","52.7","(X)","(X)","(X)","1686","206","9.3","4.4","3.4","1.9","7.1","3.5","8.8","4.8","18.1","5.8","16.7","5.6","12.5","4.4","13.2","5.4","4.9","2.8","6.1","3.6","54750","7710","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2401","272","26.2","5.7","23.2","4.9","13.7","4.6","10.2","3.8","6.5","3.5","6.8","3.1","10.3","5.0","1.2","1.0","0.6","0.8","1.3","1.7","15403","3861","32991","6210","(X)","(X)","(X)","(X)","31.8","(X)",
"0500000US28053","Humphreys County, Mississippi","2991","129","7.2","2.8","12.5","3.8","20.4","5.2","14.1","4.2","13.9","4.2","12.3","3.6","6.5","2.3","5.8","2.4","2.9","2.0","4.5","1.5","31907","3675","61023","9395","46.8","(X)","(X)","(X)","(X)","(X)","2022","184","6.4","3.7","5.2","3.6","21.9","7.7","16.7","5.6","12.8","4.4","12.5","4.0","7.9","2.9","7.7","3.3","4.3","2.9","4.6","2.1","34909","4411","63868","8553","(X)","(X)","45.7","(X)","(X)","(X)","731","130","2.3","2.8","2.5","3.1","1.4","1.5","11.6","6.6","15.3","7.7","18.1","6.9","15.3","6.6","16.6","8.1","8.8","6.4","8.2","5.1","69856","19340","N","N","(X)","(X)","(X)","(X)","(X)","(X)","969","170","8.9","4.0","27.7","8.7","23.5","8.8","14.6","8.5","11.8","6.7","5.9","4.6","2.2","2.4","1.1","1.3","0.2","0.5","4.2","3.2","18058","3239","51685","27182","(X)","(X)","(X)","(X)","42.6","(X)",
"0500000US28055","Issaquena County, Mississippi","392","71","9.4","6.9","24.2","11.5","24.2","12.1","7.1","5.6","0.0","10.8","25.3","10.6","2.0","2.2","6.9","7.1","0.5","0.9","0.3","0.9","17900","5191","36134","6958","38.8","(X)","(X)","(X)","(X)","(X)","131","45","3.1","4.5","8.4","8.9","8.4","9.4","0.0","28.3","0.0","28.3","52.7","19.8","6.1","6.8","20.6","19.4","0.0","28.3","0.8","2.7","63688","6856","65718","12899","(X)","(X)","48.9","(X)","(X)","(X)","89","38","4.5","6.6","12.4","12.7","0.0","36.9","0.0","36.9","0.0","36.9","64.0","18.3","9.0","10.3","9.0","10.5","0.0","36.9","1.1","4.1","62938","2263","N","N","(X)","(X)","(X)","(X)","(X)","(X)","261","63","12.6","9.5","32.2","17.1","34.9","16.5","8.0","7.5","0.0","15.8","11.5","8.2","0.0","15.8","0.0","15.8","0.8","1.3","0.0","15.8","15563","2335","21000","5086","(X)","(X)","(X)","(X)","33.7","(X)",
"0500000US28057","Itawamba County, Mississippi","8976","325","3.7","1.4","6.1","2.2","9.6","2.3","11.2","3.1","14.8","2.8","15.3","2.3","16.6","3.2","17.6","4.1","3.0","1.0","2.0","1.2","57252","7289","82383","14549","49.6","(X)","(X)","(X)","(X)","(X)","6203","425","1.3","0.9","2.0","1.4","8.9","3.1","8.9","3.9","13.6","3.3","18.5","3.4","16.7","4.0","23.9","5.4","4.2","1.6","2.0","1.3","68647","9059","89909","15328","(X)","(X)","47.0","(X)","(X)","(X)","4652","413","0.2","0.4","0.3","0.4","6.4","2.8","6.3","3.0","11.4","3.3","19.0","4.1","18.5","4.7","30.7","6.3","5.4","2.0","1.8","1.6","86080","7577","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2773","372","9.9","4.0","17.1","6.4","13.1","4.7","14.0","3.9","19.5","6.8","6.6","2.6","13.8","6.2","3.6","2.1","0.2","0.3","2.2","2.6","32730","4100","62739","28762","(X)","(X)","(X)","(X)","52.9","(X)",
"0500000US28059","Jackson County, Mississippi","55373","715","6.8","1.0","5.7","0.9","8.2","1.0","9.0","1.3","12.7","1.0","17.6","1.5","14.5","1.4","14.3","1.3","6.1","0.9","5.3","0.9","60045","2331","79590","3489","38.9","(X)","(X)","(X)","(X)","(X)","37058","1145","3.5","1.0","3.9","1.1","5.3","0.9","7.3","1.3","11.5","1.4","17.8","1.9","16.7","1.7","18.7","1.7","8.1","1.3","7.2","1.3","76118","3814","95006","4853","(X)","(X)","41.4","(X)","(X)","(X)","25489","1213","1.9","0.7","1.3","0.7","2.2","0.6","4.9","1.4","8.7","1.4","17.2","2.3","19.4","2.2","23.4","2.3","11.2","1.8","9.8","1.8","93724","3882","114167","7024","(X)","(X)","(X)","(X)","(X)","(X)","18315","1123","13.7","2.7","10.0","2.2","14.4","2.1","14.4","2.9","14.6","1.9","16.9","2.4","9.4","2.0","4.4","1.1","0.9","0.5","1.2","0.6","33247","2330","45579","3357","(X)","(X)","(X)","(X)","33.2","(X)",
"0500000US28061","Jasper County, Mississippi","6447","287","8.8","2.6","6.2","2.9","14.4","3.0","9.5","2.8","16.4","4.6","15.1","3.6","12.0","3.7","12.6","3.7","3.1","1.5","2.0","1.1","43914","5166","58265","4980","44.1","(X)","(X)","(X)","(X)","(X)","4253","341","5.0","2.9","3.9","3.3","9.8","3.8","7.1","3.1","17.5","6.0","15.4","4.4","15.1","5.3","19.1","5.6","4.0","2.4","3.0","1.7","59944","11030","71789","6844","(X)","(X)","44.4","(X)","(X)","(X)","2496","324","2.1","2.5","0.1","0.2","4.0","3.0","10.3","4.6","15.1","6.4","15.6","5.3","18.1","7.1","23.4","7.8","6.3","3.9","5.1","2.9","80103","9073","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2194","318","19.1","6.1","11.9","5.7","23.9","6.7","12.9","6.7","14.1","6.8","11.2","5.3","5.7","3.4","0.5","0.7","0.5","0.9","0.0","2.0","22318","3485","29348","3525","(X)","(X)","(X)","(X)","41.4","(X)",
"0500000US28063","Jefferson County, Mississippi","2530","190","14.1","5.0","3.5","2.3","20.8","7.7","16.0","3.8","15.7","5.9","11.1","5.0","4.6","3.1","8.6","4.3","2.0","1.6","3.5","3.1","31544","4159","50112","7654","68.5","(X)","(X)","(X)","(X)","(X)","1820","220","14.9","6.8","2.2","2.1","13.7","7.0","18.0","6.1","13.1","5.2","12.6","6.4","6.4","4.3","12.3","6.4","2.6","2.2","4.2","4.1","37130","14852","58346","9523","(X)","(X)","61.2","(X)","(X)","(X)","737","238","0.0","5.9","0.0","5.9","7.7","7.7","9.6","7.6","27.0","9.8","16.6","11.1","12.2","9.8","13.0","10.1","4.2","4.5","9.6","9.2","59219","19032","N","N","(X)","(X)","(X)","(X)","(X)","(X)","710","209","25.4","11.4","6.9","6.1","27.5","14.0","9.4","8.9","22.3","15.6","7.3","8.7","0.0","6.1","0.7","1.6","0.6","1.0","0.0","6.1","18582","4379","24937","5658","(X)","(X)","(X)","(X)","73.9","(X)",
"0500000US28065","Jefferson Davis County, Mississippi","4453","219","6.7","2.2","10.3","2.8","18.7","4.2","12.4","3.0","10.9","3.5","14.0","3.8","9.9","3.0","12.6","3.2","2.9","1.5","1.5","1.1","36473","5601","54515","4602","42.1","(X)","(X)","(X)","(X)","(X)","2904","255","3.7","2.2","6.2","2.7","13.8","5.2","10.8","4.0","13.1","4.4","16.8","5.1","12.7","4.3","17.6","5.4","4.1","2.4","1.2","1.3","55145","9948","64893","6811","(X)","(X)","48.5","(X)","(X)","(X)","1851","242","0.6","1.0","3.5","2.7","10.9","5.6","9.9","4.5","14.6","5.6","16.6","5.9","16.8","6.4","19.7","7.0","6.1","3.9","1.2","1.6","66116","9269","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1549","257","12.3","4.6","20.4","7.0","28.7","8.8","15.7","5.8","6.1","3.5","9.0","4.7","3.8","3.7","1.7","2.5","0.6","0.9","1.6","2.4","20124","3044","31797","6221","(X)","(X)","(X)","(X)","29.7","(X)",
"0500000US28067","Jones County, Mississippi","24323","521","7.5","1.6","6.2","1.5","13.3","1.9","11.1","2.1","12.5","1.9","16.3","2.0","11.9","1.8","13.6","2.0","4.5","1.1","3.1","0.9","49451","3828","68431","3729","41.1","(X)","(X)","(X)","(X)","(X)","17132","837","4.8","1.4","3.1","1.4","10.7","2.0","10.6","2.5","10.9","2.2","17.1","2.3","15.2","2.5","17.8","2.5","5.7","1.5","4.0","1.3","65385","3885","79659","5019","(X)","(X)","42.6","(X)","(X)","(X)","12142","666","0.5","0.5","1.1","0.8","7.6","1.9","8.4","2.6","9.4","2.5","19.6","2.9","18.3","3.2","22.4","3.1","7.4","2.0","5.2","1.6","79971","5136","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7191","673","15.9","3.5","14.2","4.0","20.4","4.4","13.4","3.3","15.3","3.8","11.9","2.6","4.0","2.1","2.7","1.8","1.2","1.2","1.0","1.0","24752","4016","38935","5413","(X)","(X)","(X)","(X)","36.0","(X)",
"0500000US28069","Kemper County, Mississippi","3143","213","11.8","4.4","6.0","3.3","15.4","4.5","6.7","2.8","21.1","7.0","16.3","6.2","8.9","4.4","6.1","3.2","4.7","2.6","3.0","1.9","42947","4192","55545","6471","35.9","(X)","(X)","(X)","(X)","(X)","2133","320","6.9","4.7","5.3","4.1","14.3","7.1","3.7","2.5","17.4","7.8","23.2","8.8","12.8","6.5","6.2","4.0","7.0","3.7","3.2","2.3","51650","8885","65351","8691","(X)","(X)","33.5","(X)","(X)","(X)","1334","279","0.0","3.3","0.7","1.1","10.9","6.8","3.2","3.2","17.4","9.4","23.3","11.4","19.0","10.0","9.3","6.2","11.0","5.9","5.2","3.7","62981","22026","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1010","288","22.1","9.2","7.5","5.5","28.3","9.6","8.2","5.8","24.8","11.9","6.1","6.0","0.9","1.3","2.1","2.9","0.0","4.4","0.0","4.4","21651","3126","27979","4477","(X)","(X)","(X)","(X)","29.8","(X)",
"0500000US28071","Lafayette County, Mississippi","18702","716","8.3","1.7","5.5","1.9","8.4","1.6","6.9","1.5","13.2","2.2","17.9","2.6","10.7","1.9","13.0","2.2","8.2","1.5","8.1","1.7","59748","3181","91629","7096","33.1","(X)","(X)","(X)","(X)","(X)","11035","636","3.8","1.6","4.4","2.4","5.5","1.9","7.6","2.4","9.8","2.4","18.1","3.6","12.5","2.9","15.4","2.4","11.0","2.0","12.0","2.6","78799","12651","116795","11372","(X)","(X)","36.3","(X)","(X)","(X)","8427","696","1.6","0.9","1.0","0.8","3.7","1.5","4.0","1.7","9.0","2.5","18.8","4.0","13.4","2.9","19.2","3.0","14.1","2.5","15.3","3.2","96390","8176","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7667","684","15.2","3.7","9.7","3.1","12.9","3.2","7.3","2.1","18.1","3.5","17.7","4.5","6.5","2.2","6.4","2.3","3.8","2.0","2.4","1.6","37298","3552","50606","5264","(X)","(X)","(X)","(X)","28.4","(X)",
"0500000US28073","Lamar County, Mississippi","24896","377","7.1","2.1","3.1","1.0","7.1","1.7","7.3","1.3","10.3","1.9","19.3","2.7","12.6","2.4","16.5","1.9","8.0","1.8","8.7","1.8","67972","3073","94973","7832","34.5","(X)","(X)","(X)","(X)","(X)","17877","648","5.4","2.1","1.9","1.0","4.5","1.5","5.6","1.6","8.2","1.6","18.7","2.9","15.1","3.0","19.5","2.2","10.2","2.3","10.9","2.5","80562","5111","110487","10533","(X)","(X)","36.1","(X)","(X)","(X)","13638","736","1.1","0.8","1.4","0.9","3.1","1.4","2.9","1.1","6.2","1.7","19.5","3.2","15.8","3.5","23.5","2.8","12.7","3.0","13.6","3.2","99717","9583","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7019","677","12.9","4.8","6.2","2.4","15.4","4.2","12.4","3.3","15.2","4.2","20.8","5.6","5.9","2.5","6.0","2.9","2.2","1.7","3.0","1.9","36935","4922","51861","7199","(X)","(X)","(X)","(X)","26.9","(X)",
"0500000US28075","Lauderdale County, Mississippi","28349","534","10.3","1.6","8.1","1.4","13.9","2.0","9.1","1.6","12.5","1.4","16.4","2.1","9.4","1.4","12.2","1.5","4.8","1.0","3.3","0.7","45649","2295","65795","3790","38.4","(X)","(X)","(X)","(X)","(X)","18397","809","5.2","1.3","3.3","1.0","11.6","2.1","8.9","1.9","12.2","1.7","18.9","2.5","12.3","2.1","16.9","2.2","6.8","1.5","4.0","1.0","59610","3394","79804","4325","(X)","(X)","41.3","(X)","(X)","(X)","11763","769","1.3","0.9","2.0","1.2","4.6","1.4","5.1","1.4","11.8","1.9","20.3","3.0","15.3","2.6","24.4","3.1","9.1","2.2","6.1","1.5","86429","4112","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9952","757","20.0","3.6","17.4","3.2","19.1","4.1","10.7","2.7","12.0","3.0","10.2","2.3","3.9","1.4","3.7","1.5","1.0","0.8","2.0","1.2","21231","2388","38670","6347","(X)","(X)","(X)","(X)","32.8","(X)",
"0500000US28077","Lawrence County, Mississippi","4473","220","7.9","3.1","9.3","2.8","10.5","3.4","11.2","4.0","18.9","4.9","18.1","4.2","9.2","3.0","8.3","3.7","3.6","1.6","2.9","1.4","41096","3864","58693","5646","41.0","(X)","(X)","(X)","(X)","(X)","2979","289","5.1","3.1","2.7","1.6","8.6","3.7","11.8","5.1","18.3","5.8","23.0","5.7","10.5","3.9","10.4","4.1","5.3","2.4","4.3","2.0","52156","5306","71318","6857","(X)","(X)","49.1","(X)","(X)","(X)","2180","247","3.6","3.2","1.1","1.4","6.1","4.1","4.4","2.6","18.1","6.2","27.0","7.4","13.9","5.4","13.3","5.4","6.9","3.3","5.6","2.6","61713","8556","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1494","293","13.5","6.3","22.9","7.9","14.2","6.5","10.2","5.1","20.1","8.2","8.0","4.9","6.6","5.1","4.3","5.9","0.3","0.5","0.0","3.0","22292","11286","33290","6204","(X)","(X)","(X)","(X)","24.7","(X)",
"0500000US28079","Leake County, Mississippi","7369","265","8.0","2.3","6.5","2.2","14.1","3.2","10.9","3.0","15.7","3.1","16.2","3.3","12.7","3.0","10.0","2.3","2.0","1.1","3.9","1.5","46669","3856","66515","8562","38.7","(X)","(X)","(X)","(X)","(X)","5045","339","6.2","2.2","2.9","1.7","9.8","3.2","8.0","2.9","17.7","4.2","18.6","4.8","15.6","3.7","13.2","3.0","2.7","1.5","5.2","2.1","56044","4459","78781","10952","(X)","(X)","45.2","(X)","(X)","(X)","3291","309","2.1","1.7","1.2","1.1","8.6","4.1","6.7","3.0","11.9","4.1","22.2","6.2","20.2","5.1","17.5","4.3","3.1","1.8","6.5","2.8","71021","8975","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2324","319","14.0","5.7","14.2","5.1","25.3","6.6","15.0","7.3","14.6","5.2","9.9","5.5","3.4","2.1","2.3","2.7","0.3","0.6","1.0","1.3","22264","4509","36274","9387","(X)","(X)","(X)","(X)","24.0","(X)",
"0500000US28081","Lee County, Mississippi","32001","602","4.9","0.9","5.3","1.1","9.8","1.3","9.0","1.2","11.7","1.5","15.3","1.5","15.3","1.7","16.9","1.9","5.7","1.1","6.1","1.1","64479","3501","84321","4075","40.0","(X)","(X)","(X)","(X)","(X)","22477","755","3.4","1.0","1.7","0.7","6.7","1.4","6.9","1.2","10.4","1.5","16.4","1.7","17.8","1.9","20.9","2.3","8.1","1.6","7.8","1.4","80674","4064","100025","5132","(X)","(X)","40.7","(X)","(X)","(X)","16274","789","1.0","0.6","0.6","0.4","2.8","1.2","4.5","1.1","8.1","1.8","16.0","2.3","21.2","2.4","25.1","2.9","10.3","2.2","10.4","2.0","95000","4015","118376","6532","(X)","(X)","(X)","(X)","(X)","(X)","9524","681","10.9","2.5","13.8","3.1","16.6","2.6","14.4","3.2","15.4","3.3","11.7","2.6","8.9","2.3","6.3","2.6","0.8","0.6","1.3","0.9","30572","2760","43989","4346","(X)","(X)","(X)","(X)","36.7","(X)",
"0500000US28083","Leflore County, Mississippi","9656","316","13.1","2.8","11.7","2.7","14.3","2.9","13.9","2.8","11.3","2.3","10.2","2.4","11.0","2.6","6.6","1.8","4.1","1.7","3.9","1.3","33115","2746","60870","9439","52.4","(X)","(X)","(X)","(X)","(X)","5736","350","11.5","3.1","4.3","2.0","11.6","2.8","18.0","4.7","10.7","3.2","10.8","3.0","12.9","3.4","8.6","2.4","6.9","2.8","4.8","2.2","40600","5511","76925","14865","(X)","(X)","54.7","(X)","(X)","(X)","2587","357","4.1","3.9","0.1","0.2","8.2","3.5","6.9","3.0","5.1","2.8","14.4","4.7","21.8","6.4","15.1","5.2","15.2","5.6","9.2","4.4","86382","5452","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3920","357","17.5","4.9","22.2","5.4","18.2","4.9","9.4","3.0","11.1","3.9","9.4","3.4","6.3","3.7","3.4","2.5","0.0","1.1","2.4","2.0","18894","3870","35412","5837","(X)","(X)","(X)","(X)","46.9","(X)",
"0500000US28085","Lincoln County, Mississippi","13070","404","10.7","2.3","6.9","2.0","12.2","2.4","9.8","2.3","12.9","3.1","14.7","3.1","11.0","2.2","14.7","3.2","3.7","1.6","3.3","1.1","47069","3673","65345","4606","44.1","(X)","(X)","(X)","(X)","(X)","8969","562","6.1","2.0","4.4","1.5","7.6","2.5","11.1","3.2","12.3","3.2","14.6","3.5","14.0","3.0","20.5","4.5","4.6","2.1","4.8","1.6","64450","10924","80115","6678","(X)","(X)","48.5","(X)","(X)","(X)","6671","524","2.9","2.6","1.6","1.0","5.1","2.7","8.8","3.5","12.2","3.5","14.9","3.6","16.3","3.7","26.6","5.7","5.3","2.6","6.4","2.2","81742","7314","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4101","543","20.9","5.6","12.7","5.2","23.2","5.4","6.9","3.0","14.1","5.8","15.3","6.1","3.3","2.2","1.7","1.4","1.7","1.7","0.2","0.3","19721","5500","31703","4753","(X)","(X)","(X)","(X)","34.1","(X)",
"0500000US28087","Lowndes County, Mississippi","22651","497","8.8","1.6","7.0","1.4","12.0","1.8","9.3","1.5","10.1","1.3","15.5","2.0","12.6","1.9","14.5","1.9","5.7","0.9","4.5","1.1","53687","2264","72963","3505","49.9","(X)","(X)","(X)","(X)","(X)","14092","625","6.2","2.0","3.8","1.2","6.1","1.6","7.2","2.0","10.4","1.8","16.2","2.7","16.1","2.8","19.7","2.7","7.3","1.3","6.9","1.7","75009","7395","90222","4444","(X)","(X)","48.8","(X)","(X)","(X)","9449","560","1.3","0.7","0.9","0.7","3.1","1.3","3.7","1.3","7.1","1.7","16.3","3.4","19.3","3.8","27.7","4.0","10.5","1.8","10.0","2.6","96356","7250","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8559","594","14.3","2.9","12.8","3.1","22.0","4.2","12.5","2.8","10.8","2.4","13.5","2.9","6.1","2.0","5.0","1.8","2.7","1.2","0.4","0.3","25809","3859","41649","4531","(X)","(X)","(X)","(X)","50.0","(X)",
"0500000US28089","Madison County, Mississippi","42182","541","3.4","0.9","3.1","0.9","5.9","1.2","7.8","1.4","11.9","1.3","15.1","1.5","13.3","1.6","16.2","1.3","9.2","1.1","14.3","1.3","79105","2822","118098","5032","33.6","(X)","(X)","(X)","(X)","(X)","28739","899","2.9","1.1","1.0","0.5","3.6","1.1","4.1","1.0","9.8","1.5","13.7","1.8","14.2","2.1","18.9","1.9","13.0","1.8","18.7","1.9","101538","6054","142082","6772","(X)","(X)","35.7","(X)","(X)","(X)","21373","895","1.1","0.8","0.3","0.3","1.0","0.5","2.5","1.0","5.8","1.4","12.7","2.2","14.3","2.6","22.4","2.2","15.5","2.1","24.3","2.4","127565","7798","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13443","810","5.6","1.7","7.4","2.4","11.2","3.1","15.8","3.8","17.6","3.2","17.7","3.0","10.1","2.4","9.3","2.5","0.9","0.5","4.3","2.0","42401","3194","63987","6635","(X)","(X)","(X)","(X)","28.4","(X)",
"0500000US28091","Marion County, Mississippi","9102","308","7.3","2.2","8.9","2.3","16.1","3.6","12.2","2.8","18.2","3.3","11.9","2.6","10.5","2.5","8.7","2.0","3.4","1.2","2.9","1.7","38399","2964","58278","5565","35.4","(X)","(X)","(X)","(X)","(X)","5782","362","4.1","1.9","6.2","2.4","12.1","4.3","10.4","3.5","18.4","4.0","13.8","3.0","14.1","3.6","11.7","2.9","4.7","1.7","4.5","2.6","49144","3591","72697","8177","(X)","(X)","38.7","(X)","(X)","(X)","4232","345","3.2","2.1","3.5","2.5","9.1","4.8","9.5","4.2","19.2","5.2","12.5","3.6","16.2","4.8","14.4","3.6","6.4","2.4","6.0","3.5","62113","9871","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3320","411","13.2","5.0","13.5","5.1","26.5","6.6","14.8","5.2","16.7","5.5","6.7","3.9","4.3","2.4","3.1","2.2","1.2","1.4","0.0","1.3","22375","4757","31696","4525","(X)","(X)","(X)","(X)","29.6","(X)",
"0500000US28093","Marshall County, Mississippi","12797","359","5.8","2.0","6.8","2.0","9.3","1.8","9.4","1.9","17.8","3.4","18.6","3.9","7.9","1.8","15.0","3.0","4.5","1.4","4.9","1.9","51431","7450","74061","6282","42.0","(X)","(X)","(X)","(X)","(X)","9186","405","4.9","2.2","5.7","2.2","6.1","1.9","8.5","3.0","17.4","4.3","18.4","4.1","10.5","2.5","17.1","4.1","5.4","2.0","6.1","2.6","61714","5902","82224","8077","(X)","(X)","41.4","(X)","(X)","(X)","5677","515","1.9","1.7","0.0","0.8","3.5","1.7","6.3","2.7","15.3","4.3","20.4","5.3","12.8","3.6","22.6","5.9","7.3","3.1","9.9","4.1","78635","11686","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3611","403","12.2","4.6","13.2","5.5","18.5","5.0","14.6","4.8","15.8","5.6","13.8","5.3","3.5","2.4","5.9","4.3","1.0","1.4","1.7","1.5","29237","4190","45641","11368","(X)","(X)","(X)","(X)","34.4","(X)",
"0500000US28095","Monroe County, Mississippi","13410","468","7.1","1.7","5.8","1.5","12.9","2.6","10.0","1.9","12.9","2.3","17.0","2.1","12.0","2.4","13.7","2.3","5.2","1.9","3.3","0.9","51190","2396","67885","2908","46.8","(X)","(X)","(X)","(X)","(X)","9090","486","4.9","2.0","3.0","1.4","6.3","2.3","7.7","1.8","13.8","2.6","20.5","2.9","14.3","3.3","17.4","3.0","7.4","2.9","4.7","1.4","64865","5804","81505","3792","(X)","(X)","49.4","(X)","(X)","(X)","6534","450","1.8","1.2","2.2","1.3","3.4","1.9","6.5","2.1","11.4","2.7","20.4","3.4","17.7","4.2","21.3","3.7","9.0","3.6","6.2","1.9","79472","3471","93932","4570","(X)","(X)","(X)","(X)","(X)","(X)","4320","416","13.3","4.1","11.8","4.0","27.5","5.0","14.2","4.1","12.3","3.7","9.4","2.6","5.8","3.0","5.0","2.8","0.0","0.1","0.5","0.5","23863","2535","36459","4537","(X)","(X)","(X)","(X)","40.0","(X)",
"0500000US28097","Montgomery County, Mississippi","3830","260","11.0","3.9","9.3","3.0","12.6","3.6","14.3","4.4","17.8","4.2","11.4","3.7","8.5","2.4","7.4","2.9","3.7","1.6","4.0","2.2","36845","5992","57329","7740","45.8","(X)","(X)","(X)","(X)","(X)","2342","202","5.6","3.1","5.1","3.4","11.2","5.6","16.3","7.3","17.2","5.9","16.4","5.2","8.2","2.7","9.2","3.9","4.4","2.4","6.4","3.6","44414","7117","70905","11789","(X)","(X)","44.7","(X)","(X)","(X)","1290","169","2.9","2.9","2.2","2.5","2.0","1.7","16.6","10.3","17.7","7.4","17.8","7.7","10.6","4.0","14.2","6.5","4.7","3.5","11.4","6.6","65375","14021","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1488","225","20.8","8.1","17.3","6.4","14.7","6.0","10.6","4.8","18.0","9.1","5.3","3.9","6.5","5.3","4.1","3.5","2.6","2.6","0.1","0.3","22819","7517","34045","5867","(X)","(X)","(X)","(X)","46.8","(X)",
