"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M","B05002_016E","B05002_016M","B05002_017E","B05002_017M","B05002_018E","B05002_018M","B05002_019E","B05002_019M","B05002_020E","B05002_020M","B05002_021E","B05002_021M","B05002_022E","B05002_022M","B05002_023E","B05002_023M","B05002_024E","B05002_024M","B05002_025E","B05002_025M","B05002_026E","B05002_026M","B05002_027E","B05002_027M",
"0500000US12049","Hardee County, Florida","27027","*****","24224","490","17329","879","5928","630","1147","348","1989","361","2463","348","329","124","967","457","675","419","18","24","274","141","2803","490","1335","330","99","83","202","94","0","27","13","19","981","309","40","41","1468","344","37","31","58","60","0","27","0","27","1343","330","30","33",
"0500000US12051","Hendry County, Florida","41472","*****","30339","1016","20930","1130","8501","812","2382","522","1765","369","4040","695","314","159","908","352","502","325","0","30","406","181","11133","1016","4065","687","177","111","165","85","11","16","12","19","3700","654","0","30","7068","1000","120","85","98","87","0","30","0","30","6688","991","162","147",
"0500000US12053","Hernando County, Florida","190700","*****","176820","1102","57765","1568","112262","1923","58735","2111","30141","1354","17771","1033","5615","849","6793","787","5236","734","156","184","1401","255","13880","1102","9849","865","2600","437","1393","285","110","76","36","42","4991","693","719","262","4031","579","1236","386","382","175","46","45","0","34","1806","386","561","181",
"0500000US12055","Highlands County, Florida","104574","*****","92803","1035","39651","1510","48701","1734","16980","1247","17931","1223","11383","1466","2407","526","4451","714","3457","623","20","22","974","422","11771","1035","5675","890","1081","666","655","162","63","52","0","34","3708","561","168","110","6096","918","562","226","472","224","86","97","0","34","3875","730","1101","377",
"0500000US12057","Hillsborough County, Florida","1451358","*****","1191777","5196","572266","5997","541644","5654","199487","4268","146642","3587","150628","3613","44887","2463","77867","3692","53061","3303","3132","661","21674","1676","259581","5196","135343","3989","11794","1054","26464","1135","5874","1230","588","301","88056","3403","2567","604","124238","4223","8097","853","24020","1542","3006","808","269","114","85867","3601","2979","453",
"0500000US12059","Holmes County, Florida","19530","*****","19182","114","11255","562","7715","592","800","231","1386","313","5204","471","325","135","212","94","67","49","2","11","143","78","348","114","146","59","69","47","42","20","0","23","0","23","35","26","0","23","202","96","27","35","26","14","0","23","4","7","143","89","2","3",
"0500000US12061","Indian River County, Florida","156964","*****","140548","1440","49691","1938","88097","2223","45032","1730","21237","1873","16354","1409","5474","1035","2760","611","885","354","19","32","1856","476","16416","1440","8541","1042","2306","484","1471","359","98","70","13","19","4155","770","498","136","7875","1278","1106","384","718","382","37","37","75","63","5480","1121","459","140",
"0500000US12063","Jackson County, Florida","47409","*****","46118","215","28757","828","16714","818","2547","397","2771","451","10181","673","1215","248","647","183","266","101","133","116","248","100","1291","215","503","144","149","70","171","98","8","12","0","30","169","90","6","9","788","167","19","21","76","64","0","30","0","30","687","154","6","9",
"0500000US12065","Jefferson County, Florida","14278","*****","13784","168","8588","411","4960","407","1083","233","1030","193","2535","339","312","102","236","118","45","37","8","12","183","107","494","168","133","66","88","53","20","26","7","12","0","23","13","20","5","7","361","150","47","51","63","65","109","126","6","11","136","47","0","23",
"0500000US12067","Lafayette County, Florida","8576","*****","8006","305","5819","509","1739","390","362","152","379","257","839","226","159","99","448","421","399","427","0","20","49","52","570","305","239","145","22","24","0","20","0","20","51","81","166","126","0","20","331","179","0","20","0","20","0","20","22","32","309","177","0","20",
"0500000US12069","Lake County, Florida","356115","*****","321403","2716","124116","3789","184358","4459","72738","3237","56949","2586","43707","2772","10964","1204","12929","1450","9948","1356","328","238","2653","438","34712","2716","20291","1771","3648","798","2662","487","742","415","10","16","12248","1506","981","338","14421","2011","2114","760","1196","432","675","510","54","45","9681","1625","701","270",
"0500000US12071","Lee County, Florida","756570","*****","630685","3628","195410","4259","415511","4162","165351","4488","161534","3683","67666","2149","20960","1621","19764","1627","13494","1396","280","158","5990","851","125885","3628","63497","2347","9525","965","7258","671","516","199","28","20","43700","2217","2470","506","62388","3429","5426","882","2677","429","351","181","111","71","48845","2990","4891","668",
"0500000US12073","Leon County, Florida","291863","*****","272468","1043","166811","2488","100142","2127","24031","1215","20323","1300","45705","1757","10083","1168","5515","692","1153","301","448","227","3914","596","19395","1043","10493","799","2013","442","4369","439","898","312","60","69","2915","444","238","99","8902","784","710","195","3817","378","898","267","76","57","3142","588","259","133",
"0500000US12075","Levy County, Florida","40979","*****","39346","270","21397","1019","16816","994","5847","695","5080","597","4858","622","1031","262","1133","236","830","203","81","82","222","95","1633","270","793","201","141","86","240","82","0","30","0","30","350","162","62","68","840","255","83","56","134","67","0","30","3","5","537","208","83","65",
"0500000US12077","Liberty County, Florida","8333","*****","8070","113","6021","278","1912","242","458","143","377","132","1011","156","66","46","137","58","22","22","56","40","59","38","263","113","149","93","68","60","12","11","0","20","0","20","69","67","0","20","114","69","32","49","6","8","0","20","0","20","76","53","0","20",
"0500000US12079","Madison County, Florida","18557","*****","17701","202","11528","486","5844","487","798","196","1044","228","3720","440","282","132","329","166","185","158","8","14","136","71","856","202","306","154","47","31","16","26","95","87","0","23","145","104","3","6","550","150","5","8","0","23","0","23","0","23","542","151","3","7",
"0500000US12081","Manatee County, Florida","393847","*****","343714","2150","124200","3193","211236","3112","81043","2810","77253","2901","40379","2232","12561","1183","8278","886","4311","772","225","106","3742","706","50133","2150","23478","1649","5485","792","4467","552","450","163","30","34","11343","1059","1703","500","26655","1920","3491","636","2793","568","172","117","43","48","17802","1480","2354","522",
"0500000US12083","Marion County, Florida","360210","*****","333168","1767","141026","2774","178325","2984","76003","2587","51851","2497","41004","2838","9467","1099","13817","1417","10092","1112","399","171","3326","725","27042","1767","17051","1363","3113","479","2649","331","440","218","43","44","10279","1074","527","208","9991","1375","1399","398","1324","560","47","43","16","25","6672","1126","533","226",
"0500000US12085","Martin County, Florida","160420","*****","143825","1090","48421","1617","92651","1666","50676","1925","21748","1544","15868","1075","4359","685","2753","458","1129","332","130","111","1494","338","16595","1090","9455","1007","2721","509","1332","334","149","88","8","12","4300","782","945","403","7140","853","774","220","445","186","53","67","2","4","5243","830","623","250",
"0500000US12086","Miami-Dade County, Florida","2705528","*****","1245209","9587","890523","8550","278393","4608","138937","3270","42624","1969","71169","2566","25663","1659","76293","3562","43575","2944","1893","445","30825","1771","1460319","9587","862164","7489","23705","1382","23635","1430","5192","894","210","89","807537","7189","1885","384","598155","10292","23853","2030","17310","1338","3126","600","562","191","550647","9912","2657","455",
"0500000US12087","Monroe County, Florida","75137","*****","60232","915","21508","898","37216","897","14089","713","11063","724","8704","664","3360","403","1508","305","450","140","28","31","1030","269","14905","915","7768","746","1358","272","625","162","72","78","50","46","5413","595","250","89","7137","774","1163","286","458","185","32","36","171","139","5077","664","236","106",
"0500000US12089","Nassau County, Florida","85762","*****","82388","532","38055","1855","42559","1900","11244","1046","8743","1110","18008","1121","4564","1525","1774","412","599","338","128","142","1047","270","3374","532","2145","450","794","282","330","150","226","145","18","17","680","255","97","81","1229","386","357","139","260","161","0","34","21","31","525","299","66","58",
"0500000US12091","Okaloosa County, Florida","207430","*****","192005","1124","62218","2303","120845","2446","18168","1220","26356","1523","58406","1892","17915","1253","8942","1017","1716","427","610","416","6616","829","15425","1124","8303","604","2030","437","3557","261","268","135","43","37","2226","317","179","85","7122","939","1313","347","1331","268","47","55","78","62","4163","931","190","95",
"0500000US12093","Okeechobee County, Florida","41611","*****","36767","559","22032","800","14201","762","3886","534","4181","470","5153","567","981","299","534","239","138","71","41","40","355","227","4844","559","1977","305","32","24","137","96","25","27","0","30","1739","285","44","42","2867","483","68","53","245","125","3","5","0","30","2240","365","311","204",
"0500000US12095","Orange County, Florida","1373784","*****","1069396","7584","476203","6729","459773","7625","195192","5620","104708","3856","120767","4428","39106","2577","133420","5734","105727","5198","7189","1371","20504","2458","304388","7584","155237","5416","10761","1050","28894","1426","5125","870","174","169","108122","5274","2161","424","149151","6594","9800","1514","20329","2105","3273","711","336","233","113785","5835","1628","493",
"0500000US12097","Osceola County, Florida","363666","*****","288060","4126","89827","2851","127961","3754","74950","3319","22736","2009","21955","1700","8320","1186","70272","3894","64696","3756","185","120","5391","1039","75606","4126","39307","2726","2839","773","4705","523","1210","338","30","41","29787","2281","736","334","36299","3119","3472","939","2390","608","763","425","32","89","29196","2935","446","233",
"0500000US12099","Palm Beach County, Florida","1482057","*****","1104130","5524","458333","5700","606753","5532","370983","4912","108135","2731","97734","3523","29901","1822","39044","1887","19084","1481","1128","387","18832","1484","377927","5524","209476","3699","29679","1582","24561","1193","4824","724","321","131","143543","3139","6548","1168","168451","5546","14273","1168","12528","1402","2477","639","287","120","132570","4417","6316","746",
"0500000US12101","Pasco County, Florida","539885","*****","484210","2250","183441","3658","282513","3792","124945","3184","82090","2818","56952","2951","18526","1645","18256","1525","11851","1340","686","280","5719","818","55675","2250","33860","1836","7161","768","6911","562","2025","811","80","61","16428","1302","1255","260","21815","1482","2988","499","4115","622","907","309","86","66","11253","1218","2466","429",
"0500000US12103","Pinellas County, Florida","970985","*****","853572","2974","323204","4297","509038","4748","205971","4279","161734","3769","107639","2537","33694","1742","21330","1503","9294","1068","735","264","11301","1018","117413","2974","72945","2236","23943","1513","18622","945","2575","533","459","267","23890","1482","3456","481","44468","2300","10306","1112","8362","889","1831","405","1056","1081","16721","1467","6192","747",
"0500000US12105","Polk County, Florida","705735","*****","631321","2917","296684","4347","286318","4390","102039","3392","86341","2578","79168","2796","18770","1272","48319","2919","36399","2648","676","392","11244","1415","74414","2917","36022","2147","3059","442","6041","644","1270","364","20","24","24452","1783","1180","305","38392","2182","3878","824","3002","620","440","209","55","46","28598","2049","2419","426",
"0500000US12107","Putnam County, Florida","73784","*****","70671","426","42847","1021","26451","960","7915","853","6404","683","10270","757","1862","436","1373","404","973","407","35","40","365","146","3113","426","1135","308","251","161","243","114","10","15","0","34","585","203","46","45","1978","309","116","60","112","77","18","42","0","34","1530","255","202","203",
"0500000US12109","St. Johns County, Florida","255410","*****","236404","1623","90696","3288","140589","3433","50620","2613","31671","2006","47586","2370","10712","1206","5119","879","1466","473","473","419","3180","630","19006","1623","12459","1213","4057","806","3392","488","372","200","99","75","3990","613","549","198","6547","1148","2072","778","1509","372","91","118","221","145","2214","576","440","207",
"0500000US12111","St. Lucie County, Florida","320914","*****","269126","2779","110199","3590","150213","3381","83045","3426","30950","2019","29204","2290","7014","1167","8714","1316","5214","1063","301","208","3199","715","51788","2779","30587","2501","4407","878","2820","520","497","363","0","34","21995","2047","868","327","21201","1849","1933","565","2242","407","268","185","92","77","15424","1568","1242","407",
"0500000US12113","Santa Rosa County, Florida","179587","*****","171150","887","64867","2850","101581","2633","16157","1291","21125","1560","52143","2435","12156","1322","4702","752","845","220","395","227","3462","615","8437","887","5476","718","1575","501","2031","365","82","85","18","28","1513","430","257","177","2961","540","812","278","580","239","95","105","145","105","1054","339","275","162",
"0500000US12115","Sarasota County, Florida","427766","*****","375748","2272","98539","2322","269128","2568","116261","3003","95994","2937","43514","2100","13359","1071","8081","951","3118","627","72","74","4891","786","52018","2272","30933","1593","12818","1134","4282","438","914","281","80","59","11053","1068","1786","307","21085","1813","6134","989","2450","539","414","149","64","49","9700","1062","2323","560",
"0500000US12117","Seminole County, Florida","466695","*****","400243","2168","172918","3252","200956","3534","84255","2986","49057","1944","52007","2243","15637","1333","26369","2088","18773","1839","1108","376","6488","844","66452","2168","41079","1908","5458","697","9871","797","2347","420","224","189","22093","1404","1086","281","25373","2061","3052","506","6811","902","952","300","29","29","13825","1605","704","223",
"0500000US12119","Sumter County, Florida","129938","*****","122528","869","28849","1134","91545","1317","40669","2381","29813","1905","18204","1932","2859","741","2134","612","927","299","44","46","1163","542","7410","869","4624","637","1365","399","835","161","76","76","11","22","1486","303","851","417","2786","590","480","236","129","107","0","34","30","33","1686","338","461","385",
"0500000US12121","Suwannee County, Florida","44290","*****","42151","361","26636","1033","15010","1046","4049","613","3169","602","5921","770","1871","438","505","212","160","108","0","30","345","208","2139","361","822","259","63","57","0","30","0","30","84","118","656","208","19","27","1317","380","150","165","133","222","62","96","0","30","933","277","39","45",
"0500000US12123","Taylor County, Florida","21709","*****","21078","215","15266","652","5667","692","1335","264","1179","328","2641","544","512","228","145","69","96","52","0","27","49","45","631","215","332","174","38","49","116","129","0","27","0","27","161","107","17","27","299","104","63","76","0","27","0","27","0","27","236","72","0","27",
"0500000US12125","Union County, Florida","15282","*****","14937","90","10310","355","4404","340","1037","186","1041","180","2090","292","236","88","223","80","146","64","27","31","50","43","345","90","129","53","0","23","55","36","0","23","0","23","74","38","0","23","216","87","17","22","29","34","0","23","0","23","170","77","0","23",
"0500000US12127","Volusia County, Florida","546107","*****","503473","2070","194159","3607","285306","3747","131750","3741","66441","2574","70837","2906","16278","1302","24008","1551","17632","1183","432","173","5944","936","42634","2070","27571","1564","6480","731","4927","511","1440","985","121","109","12930","942","1673","486","15063","1444","3008","556","2627","464","1112","446","122","75","6893","982","1301","528",
"0500000US12129","Wakulla County, Florida","32855","*****","32037","520","19361","1061","12379","889","2614","507","2526","365","6264","889","975","258","297","138","93","49","68","94","136","93","818","520","432","520","114","107","81","58","25","23","0","30","212","526","0","30","386","108","75","56","0","30","0","30","0","30","289","99","22","31",
"0500000US12131","Walton County, Florida","71049","*****","66323","764","27208","1424","38043","1661","5572","715","9245","1104","19861","1407","3365","561","1072","262","85","79","17","28","970","255","4726","764","3060","657","1142","496","486","148","36","41","30","36","1165","323","201","127","1666","359","246","110","70","55","33","42","24","35","1091","294","202","156",
"0500000US12133","Washington County, Florida","25094","*****","24247","191","14916","575","9022","583","1288","221","1363","204","5548","517","823","205","309","135","15","29","9","15","285","139","847","191","386","136","106","71","50","44","0","27","0","27","230","114","0","27","461","173","47","36","149","48","2","6","65","91","170","116","28","43",
"0500000US13001","Appling County, Georgia","18428","*****","17523","156","14889","474","2605","497","263","120","152","84","1943","393","247","150","29","23","0","22","0","22","29","23","905","156","291","155","26","31","23","38","0","22","0","22","242","154","0","22","614","172","0","22","0","22","0","22","0","22","614","172","0","22",
"0500000US13003","Atkinson County, Georgia","8311","*****","7226","143","6216","213","1006","194","94","61","158","96","658","141","96","54","4","8","0","20","0","20","4","8","1085","143","181","100","0","20","0","20","0","20","0","20","181","100","0","20","904","183","0","20","0","20","0","20","0","20","904","183","0","20",
"0500000US13005","Bacon County, Georgia","11140","*****","10837","166","8644","356","2135","382","279","178","223","103","1468","313","165","110","58","51","8","16","0","22","50","49","303","166","66","75","0","22","0","22","0","22","0","22","66","75","0","22","237","144","0","22","28","52","0","22","0","22","209","130","0","22",
"0500000US13007","Baker County, Georgia","3090","*****","2950","90","2458","205","420","170","18","22","72","53","310","150","20","22","72","68","0","14","0","14","72","68","140","90","62","44","0","14","45","39","0","14","0","14","17","28","0","14","78","65","0","14","29","37","0","14","0","14","49","54","0","14",
"0500000US13009","Baldwin County, Georgia","45072","*****","43983","212","35868","826","7771","792","1084","296","1940","482","4113","696","634","231","344","210","47","49","93","130","204","136","1089","212","537","175","53","43","304","134","18","25","0","30","162","101","0","30","552","170","57","71","153","117","20","25","19","30","292","142","11","19",
"0500000US13011","Banks County, Georgia","18900","21","17948","146","14080","539","3794","511","283","97","724","228","2511","409","276","100","74","53","0","22","0","22","74","53","952","143","294","114","48","57","98","62","0","22","0","22","144","65","4","6","658","152","6","10","32","52","0","22","0","22","620","126","0","22",
"0500000US13013","Barrow County, Georgia","81294","*****","74559","667","47034","1265","26036","1262","5366","832","5447","564","12458","1015","2765","323","1489","386","502","182","130","152","857","296","6735","667","3192","439","524","212","994","205","261","156","1","3","1397","283","15","18","3543","516","429","218","552","188","176","133","0","33","2276","336","110","76",
"0500000US13015","Bartow County, Georgia","106456","*****","100943","604","71009","1750","29495","1692","4840","725","6608","950","14985","1190","3062","530","439","161","46","55","0","33","393","149","5513","604","2537","484","226","134","580","181","52","79","0","33","1617","416","62","64","2976","482","260","177","284","136","80","93","0","33","2293","389","59","77",
"0500000US13017","Ben Hill County, Georgia","16889","*****","16327","201","12894","532","3203","504","235","102","401","205","2083","443","484","204","230","191","13","20","0","22","217","192","562","201","167","134","19","25","0","22","0","22","0","22","148","136","0","22","395","154","38","60","0","22","0","22","0","22","357","144","0","22",
"0500000US13019","Berrien County, Georgia","19206","*****","18774","108","14134","514","4542","506","492","177","973","372","2863","375","214","97","98","49","8","17","0","22","90","47","432","108","168","80","11","17","20","43","0","22","3","6","134","76","0","22","264","104","20","19","76","43","0","22","0","22","168","95","0","22",
"0500000US13021","Bibb County, Georgia","153026","*****","148087","585","115706","1686","31129","1617","6138","793","4509","592","18436","1364","2046","266","1252","389","317","286","65","45","870","240","4939","585","2824","460","276","97","1377","188","356","187","202","258","585","194","28","32","2115","397","122","60","939","207","85","48","10","15","925","318","34","54",
"0500000US13023","Bleckley County, Georgia","12870","*****","12556","175","10448","386","2076","388","301","130","412","225","1116","262","247","100","32","32","0","22","0","22","32","32","314","175","204","160","0","22","22","32","109","131","0","22","73","84","0","22","110","80","20","24","0","22","6","11","0","22","84","75","0","22",
"0500000US13025","Brantley County, Georgia","18924","*****","18599","166","13326","879","5204","829","460","210","846","424","3492","688","406","219","69","60","0","22","12","23","57","56","325","166","173","125","38","47","30","53","0","22","0","22","105","105","0","22","152","137","0","22","50","86","0","22","0","22","102","89","0","22",
"0500000US13027","Brooks County, Georgia","15548","*****","15082","250","10699","623","4311","551","644","322","492","165","2740","486","435","193","72","82","63","76","0","22","9","16","466","250","159","101","18","25","12","17","0","22","19","29","62","59","48","66","307","189","16","27","87","150","0","22","0","22","198","105","6","13",
"0500000US13029","Bryan County, Georgia","38321","*****","36507","415","18832","1159","16513","1177","4225","839","2979","489","6858","749","2451","589","1162","400","553","288","14","19","595","225","1814","415","1013","223","153","86","359","112","113","94","0","30","350","147","38","40","801","308","217","128","120","88","198","175","0","30","242","182","24","36",
"0500000US13031","Bulloch County, Georgia","77719","*****","74872","557","55833","1277","18052","1209","3752","681","3567","414","9194","898","1539","390","987","344","282","186","68","96","637","271","2847","557","800","225","190","102","220","93","162","102","2","3","215","157","11","14","2047","432","165","97","582","145","100","83","0","33","1155","391","45","40",
"0500000US13033","Burke County, Georgia","22567","*****","22192","117","17168","501","4774","481","820","225","643","266","2791","378","520","304","250","139","89","77","84","119","77","62","375","117","190","72","33","31","66","40","0","26","0","26","91","61","0","26","185","98","37","39","43","22","0","26","0","26","105","86","0","26",
"0500000US13035","Butts County, Georgia","24463","*****","23676","256","19341","528","4130","512","744","297","812","213","2204","419","370","178","205","155","26","34","13","22","166","152","787","256","302","114","62","44","60","60","0","26","0","26","167","81","13","22","485","212","74","75","57","74","0","26","0","26","301","169","53","67",
"0500000US13037","Calhoun County, Georgia","6301","*****","6013","65","4900","178","1101","165","193","85","131","83","637","137","140","58","12","10","0","20","0","20","12","10","288","65","38","26","10","13","0","20","0","20","0","20","28","25","0","20","250","70","0","20","44","49","0","20","0","20","206","45","0","20",
"0500000US13039","Camden County, Georgia","53960","*****","51347","484","18764","851","31825","1007","6099","723","5172","725","16910","867","3644","657","758","294","131","121","70","63","557","240","2613","484","1539","424","249","138","498","168","71","71","0","33","721","334","0","33","1074","315","55","45","220","102","1","3","4","6","764","270","30","34",
"0500000US13043","Candler County, Georgia","10834","*****","10231","141","7980","344","2172","344","454","210","326","141","1329","282","63","59","79","63","23","28","0","22","56","58","603","141","35","41","5","12","8","14","0","22","0","22","19","36","3","6","568","138","17","19","55","78","0","22","0","22","496","117","0","22",
"0500000US13045","Carroll County, Georgia","118692","*****","113589","645","81632","1964","30807","1829","5677","1057","5497","719","16549","1392","3084","618","1150","390","444","287","15","23","691","242","5103","645","1509","424","214","112","349","123","46","50","0","33","841","395","59","70","3594","521","241","173","380","165","50","38","0","33","2923","490","0","33",
"0500000US13047","Catoosa County, Georgia","67181","*****","65453","402","22286","1263","42780","1292","2628","588","4022","707","34052","1431","2078","416","387","177","13","21","0","33","374","180","1728","402","886","312","192","221","266","109","57","71","25","38","314","142","32","49","842","286","141","92","188","110","0","33","0","33","513","232","0","33",
"0500000US13049","Charlton County, Georgia","13032","*****","12178","268","6601","499","5323","456","624","310","398","135","3922","439","379","192","254","161","194","159","8","15","52","38","854","268","34","34","19","29","12","17","0","22","0","22","3","5","0","22","820","266","21","24","41","31","6","12","0","22","752","251","0","22",
"0500000US13051","Chatham County, Georgia","289649","*****","270171","1704","159308","3111","105009","3000","24893","1808","19486","1406","51113","2102","9517","1021","5854","1023","1357","478","99","67","4398","844","19478","1704","9327","1294","1872","514","3358","463","544","205","6","9","3284","934","263","130","10151","1005","946","311","3597","620","247","125","243","134","4864","795","254","143",
"0500000US13053","Chattahoochee County, Georgia","10470","*****","10044","167","2576","372","6782","408","955","191","1067","209","3276","345","1484","264","686","166","150","82","71","55","465","128","426","167","243","124","72","48","76","66","31","37","0","22","64","44","0","22","183","118","91","68","11","20","0","22","0","22","81","80","0","22",
"0500000US13055","Chattooga County, Georgia","24826","*****","24032","120","18660","564","5213","530","264","100","897","257","3801","464","251","100","159","120","15","24","28","36","116","128","794","120","153","95","79","88","30","26","0","26","0","26","30","26","14","23","641","80","7","11","40","28","0","26","0","26","594","73","0","26",
"0500000US13057","Cherokee County, Georgia","253780","*****","230543","1777","118387","2594","109859","2905","27201","1894","25775","2002","45857","2365","11026","1052","2297","583","601","358","20","26","1676","426","23237","1777","10065","969","2064","521","2047","307","1236","490","0","33","4372","642","346","149","13172","1711","1152","459","1828","410","632","545","434","539","8834","1191","292","186",
"0500000US13059","Clarke County, Georgia","126952","*****","114923","790","73384","1641","39719","1543","7880","734","8927","675","18303","1230","4609","604","1820","404","286","153","60","70","1474","370","12029","790","3949","574","583","135","1138","240","559","264","10","17","1534","422","125","66","8080","826","377","137","2447","428","447","244","0","33","4676","570","133","98",
"0500000US13061","Clay County, Georgia","2931","*****","2860","69","2242","164","607","148","112","83","81","56","409","111","5","9","11","16","0","14","0","14","11","16","71","69","40","33","3","9","0","14","0","14","0","14","37","33","0","14","31","56","0","14","18","31","0","14","0","14","0","14","13","26",
"0500000US13063","Clayton County, Georgia","287560","*****","250286","1730","150677","2744","96551","3164","18491","1634","18891","1819","51881","2937","7288","1422","3058","463","867","273","376","147","1815","376","37274","1730","17904","1331","386","244","6552","534","3251","784","0","33","7683","995","32","34","19370","1288","92","71","4122","601","2575","663","8","12","12547","1081","26","29",
"0500000US13065","Clinch County, Georgia","6648","*****","6487","192","5398","423","1089","543","191","257","94","57","679","314","125","146","0","20","0","20","0","20","0","20","161","192","74","86","0","20","2","4","6","10","0","20","66","85","0","20","87","171","4","8","64","99","4","7","0","20","15","132","0","20",
"0500000US13067","Cobb County, Georgia","756653","*****","638774","3188","293771","4542","330256","5052","75441","3130","74846","3050","149105","4997","30864","1852","14747","1481","3065","676","1794","925","9888","1025","117879","3188","57152","2241","7086","878","19467","1199","8604","1268","46","43","20886","1774","1063","308","60727","2645","3561","553","13322","1003","4722","1096","127","67","37779","2197","1216","402",
"0500000US13069","Coffee County, Georgia","43070","*****","40473","372","31784","849","8290","861","1176","326","1066","268","5434","806","614","256","399","187","41","58","0","30","358","183","2597","372","878","266","87","106","149","78","27","36","0","30","591","215","24","27","1719","373","39","35","108","70","6","11","0","30","1565","356","1","2",
"0500000US13071","Colquitt County, Georgia","45510","*****","41067","517","32673","968","7811","866","1265","390","1213","323","4966","725","367","174","583","171","342","125","0","30","241","123","4443","517","995","264","24","37","169","91","29","50","0","30","768","232","5","9","3448","543","55","59","78","56","15","26","0","30","3300","533","0","30",
"0500000US13073","Columbia County, Georgia","154257","*****","143375","884","72982","2954","65799","2839","11210","1550","12962","1348","32492","2235","9135","1333","4594","759","1218","379","3","5","3373","680","10882","884","6153","684","1133","323","3226","446","482","292","14","23","1176","309","122","86","4729","945","1025","397","1760","630","231","124","27","33","1517","463","169","130",
"0500000US13075","Cook County, Georgia","17217","*****","16755","108","12999","475","3580","452","455","170","705","235","2224","354","196","108","176","78","0","22","0","22","176","78","462","108","164","83","16","26","0","22","0","22","0","22","148","78","0","22","298","119","24","26","88","89","0","22","0","22","186","86","0","22",
"0500000US13077","Coweta County, Georgia","145839","*****","135803","1252","81432","2163","52337","2038","9021","1018","11401","1050","26615","1500","5300","730","2034","412","724","307","50","57","1260","331","10036","1252","4808","667","908","347","1254","283","229","207","0","33","2253","467","164","91","5228","1036","767","316","800","265","142","103","0","33","3417","915","102","71",
"0500000US13079","Crawford County, Georgia","12267","*****","12138","98","9119","480","2814","474","394","193","671","227","1330","278","419","254","205","112","0","22","0","22","205","112","129","98","118","95","13","19","15","24","0","22","0","22","90","84","0","22","11","18","8","17","0","22","0","22","0","22","3","4","0","22",
"0500000US13081","Crisp County, Georgia","22509","*****","22126","174","19117","555","2936","512","352","173","450","215","2007","397","127","104","73","80","0","26","0","26","73","80","383","174","92","81","15","20","45","66","0","26","0","26","32","36","0","26","291","143","12","20","25","33","0","26","0","26","254","138","0","26",
"0500000US13083","Dade County, Georgia","16183","*****","15860","126","5436","526","10269","523","393","147","788","191","8601","605","487","135","155","89","0","22","43","59","112","79","323","126","170","92","26","24","106","90","0","22","0","22","31","36","7","13","153","70","16","19","61","64","0","22","0","22","65","62","11","16",
"0500000US13085","Dawson County, Georgia","25277","*****","24393","214","14926","816","9267","812","1504","324","2755","508","4508","588","500","190","200","108","32","50","0","26","168","115","884","214","659","245","99","108","232","112","10","23","0","26","278","170","40","46","225","158","7","14","33","36","0","26","0","26","185","151","0","26",
"0500000US13087","Decatur County, Georgia","26595","*****","25758","135","19361","706","6261","704","581","201","734","229","4653","608","293","120","136","89","23","27","18","22","95","80","837","135","256","95","8","11","133","45","0","26","0","26","105","69","10","19","581","169","1","3","45","43","0","26","0","26","535","156","0","26",
"0500000US13089","DeKalb County, Georgia","755287","*****","634788","4863","347023","6576","276890","5688","64163","2907","55104","2648","133864","3401","23759","2123","10875","1287","1698","522","2126","819","7051","762","120499","4863","52374","2556","4594","633","15208","819","13103","2104","120","73","18512","1368","837","202","68125","3929","3359","589","23741","1379","13101","3133","395","279","26978","1288","551","246",
"0500000US13091","Dodge County, Georgia","20725","*****","20410","109","16563","508","3731","477","436","158","671","219","2323","357","301","166","116","62","2","6","0","26","114","62","315","109","111","64","15","22","7","14","0","26","0","26","80","58","9","14","204","81","0","26","15","17","0","26","0","26","188","80","1","2",
"0500000US13093","Dooly County, Georgia","13571","*****","13012","83","11037","315","1956","317","270","109","284","108","1372","299","30","26","19","26","0","22","0","22","19","26","559","83","153","73","0","22","0","22","0","22","0","22","153","73","0","22","406","91","0","22","0","22","0","22","0","22","395","90","11","16",
"0500000US13095","Dougherty County, Georgia","88696","*****","86864","263","68263","1222","18235","1175","2999","550","2791","574","11364","939","1081","255","366","141","75","55","75","50","216","119","1832","263","624","131","69","56","295","81","87","67","0","33","167","94","6","8","1208","247","69","62","231","96","94","94","0","33","785","185","29","46",
"0500000US13097","Douglas County, Georgia","145063","*****","132037","1003","73693","2455","56486","2514","10414","1294","11479","1327","29317","1885","5276","885","1858","488","239","152","288","170","1331","399","13026","1003","7387","845","306","142","1138","204","1689","598","28","42","4216","631","10","15","5639","813","241","157","435","198","637","329","0","33","4237","677","89","71",
"0500000US13099","Early County, Georgia","10218","*****","10019","122","7875","261","2125","250","70","46","218","109","1711","243","126","71","19","22","0","22","0","22","19","22","199","122","141","103","18","34","24","45","0","22","0","22","99","80","0","22","58","53","0","22","28","46","0","22","0","22","30","42","0","22",
