"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M",
"0500000US16079","Shoshone County, Idaho","12917","*****","12748","62","5885","333","6831","319","346","104","1587","188","690","132","4208","329","32","21","0","119","0","119","32","21","169","62","71","41","98","45",
"0500000US16081","Teton County, Idaho","9413","*****","8552","129","2705","378","5743","402","922","236","835","206","887","247","3099","381","104","62","0","119","0","119","104","62","861","129","131","103","730","146",
"0500000US16083","Twin Falls County, Idaho","74929","*****","69135","590","39442","1216","29185","1211","1323","263","5965","528","3161","409","18736","1053","508","194","57","43","96","130","355","153","5794","590","1713","342","4081","624",
"0500000US16085","Valley County, Idaho","9846","*****","9603","60","4940","403","4615","394","554","200","1167","270","401","188","2493","311","48","53","0","119","0","119","48","53","243","60","119","64","124","54",
"0500000US16087","Washington County, Idaho","10105","*****","9270","134","4159","258","5041","274","200","81","638","123","683","176","3520","317","70","49","0","119","0","119","70","49","835","134","164","65","671","122",
"0500000US17001","Adams County, Illinois","67030","*****","66319","149","52137","751","13948","754","686","171","9604","662","2443","416","1215","243","234","89","22","28","16","26","196","80","711","149","388","123","323","105",
"0500000US17003","Alexander County, Illinois","8449","*****","8292","100","4896","331","3335","327","80","56","2193","333","845","176","217","88","61","57","6","9","6","9","49","56","157","100","62","48","95","86",
"0500000US17005","Bond County, Illinois","17904","*****","17700","84","13565","480","4092","482","457","184","2171","302","1135","311","329","177","43","35","0","119","0","119","43","35","204","84","105","80","99","62",
"0500000US17007","Boone County, Illinois","53567","*****","48152","447","36708","797","11088","724","1343","314","6314","539","2054","379","1377","411","356","126","129","87","0","119","227","92","5415","447","1938","354","3477","444",
"0500000US17009","Brown County, Illinois","6897","*****","6711","52","5943","148","739","141","71","51","355","119","192","63","121","53","29","27","19","21","0","119","10","16","186","52","23","24","163","56",
"0500000US17011","Bureau County, Illinois","35083","*****","34013","135","28956","470","4961","458","395","95","2628","360","1205","204","733","173","96","39","28","22","0","119","68","33","1070","135","304","79","766","141",
"0500000US17013","Calhoun County, Illinois","5118","*****","4987","64","4130","160","833","145","57","40","557","119","168","62","51","25","24","22","0","119","12","17","12","17","131","64","65","30","66","52",
"0500000US17015","Carroll County, Illinois","15615","*****","15322","81","11293","340","4011","333","135","42","3113","300","543","146","220","66","18","17","4","7","0","119","14","14","293","81","191","66","102","53",
"0500000US17017","Cass County, Illinois","13648","*****","12460","181","10470","287","1976","272","198","157","637","131","410","109","731","169","14","20","9","17","0","119","5","7","1188","181","201","129","987","189",
"0500000US17019","Champaign County, Illinois","197867","*****","176348","960","131591","1660","43462","1489","5746","476","17754","730","12967","968","6995","649","1295","275","154","68","104","132","1037","207","21519","960","5648","448","15871","997",
"0500000US17021","Christian County, Illinois","34936","*****","34295","292","29664","484","4444","438","353","82","1956","283","1500","286","635","145","187","78","0","119","19","19","168","75","641","292","272","94","369","278",
"0500000US17023","Clark County, Illinois","16545","*****","16402","85","8050","470","8312","493","273","161","7087","471","738","161","214","109","40","48","0","119","0","119","40","48","143","85","75","60","68","48",
"0500000US17025","Clay County, Illinois","13927","*****","13814","53","11988","298","1807","308","121","92","912","222","496","127","278","103","19","22","0","119","0","119","19","22","113","53","0","119","113","53",
"0500000US17027","Clinton County, Illinois","37395","*****","36865","104","30013","435","6514","431","303","84","3571","341","1839","241","801","150","338","87","0","119","4","6","334","87","530","104","258","87","272","71",
"0500000US17029","Coles County, Illinois","53568","*****","52732","220","44348","655","8219","618","751","205","4200","461","2235","349","1033","282","165","76","0","119","0","119","165","76","836","220","392","126","444","203",
"0500000US17031","Cook County, Illinois","5172848","*****","4085967","8542","3168508","8549","847240","6469","121469","2521","308005","3454","330376","4154","87390","2551","70219","2443","38969","1738","729","221","30521","1623","1086881","8542","485662","5832","601219","7994",
"0500000US17033","Crawford County, Illinois","19864","*****","19512","138","13173","522","6162","514","252","139","4350","441","1094","283","466","175","177","111","45","84","0","119","132","69","352","138","229","181","123","100",
"0500000US17035","Cumberland County, Illinois","11073","*****","11038","40","9440","254","1534","253","52","27","1004","256","388","100","90","44","64","52","0","119","7","13","57","50","35","40","9","17","26","31",
"0500000US17037","DeKalb County, Illinois","104026","*****","96743","497","78300","1000","17785","894","2061","331","8669","663","4558","489","2497","372","658","217","194","136","13","20","451","147","7283","497","2744","366","4539","523",
"0500000US17039","De Witt County, Illinois","16672","*****","16383","94","13831","371","2516","347","239","98","1129","215","604","157","544","165","36","30","0","119","0","119","36","30","289","94","164","69","125","70",
"0500000US17041","Douglas County, Illinois","20012","*****","19181","165","16333","324","2787","298","167","68","1389","206","861","178","370","105","61","38","0","119","18","28","43","28","831","165","169","66","662","163",
"0500000US17043","DuPage County, Illinois","911481","*****","744409","2774","573130","3681","162097","2932","30344","1251","78941","1828","32440","1338","20372","1196","9182","825","2509","534","171","108","6502","678","167072","2774","86200","2438","80872","2382",
"0500000US17045","Edgar County, Illinois","18776","*****","18665","54","12388","496","6037","475","187","78","4584","414","824","166","442","119","240","177","0","119","0","119","240","177","111","54","65","37","46","24",
"0500000US17047","Edwards County, Illinois","6707","*****","6668","39","4902","231","1738","224","52","34","1287","205","308","79","91","39","28","23","0","119","0","119","28","23","39","39","26","36","13","15",
"0500000US17049","Effingham County, Illinois","34232","*****","33912","135","29504","455","4333","458","421","157","2060","317","1269","219","583","171","75","48","0","119","0","119","75","48","320","135","110","50","210","137",
"0500000US17051","Fayette County, Illinois","22007","*****","21623","208","18600","363","2989","364","313","167","1457","216","908","192","311","102","34","29","0","119","0","119","34","29","384","208","225","154","159","161",
"0500000US17053","Ford County, Illinois","14113","*****","13864","86","11306","243","2502","241","233","90","1009","203","932","150","328","99","56","34","4","7","0","119","52","33","249","86","141","58","108","71",
"0500000US17055","Franklin County, Illinois","39528","*****","39324","66","33115","417","6091","422","320","87","2748","271","2294","303","729","174","118","49","4","7","0","119","114","48","204","66","107","46","97","53",
"0500000US17057","Fulton County, Illinois","37205","*****","36261","169","31863","453","4295","411","251","82","2149","295","1158","202","737","181","103","51","39","31","0","119","64","38","944","169","282","71","662","155",
"0500000US17059","Gallatin County, Illinois","5773","*****","5749","26","4023","152","1722","152","18","13","1156","160","516","93","32","18","4","8","0","119","4","8","0","119","24","26","15","20","9","14",
"0500000US17061","Greene County, Illinois","13983","*****","13892","45","11882","272","2004","271","119","66","1169","169","500","193","216","74","6","7","3","6","0","119","3","4","91","45","35","24","56","44",
"0500000US17063","Grundy County, Illinois","48744","*****","46944","287","39738","630","6985","596","716","198","3313","349","1874","321","1082","258","221","107","41","37","5","9","175","99","1800","287","773","223","1027","279",
"0500000US17065","Hamilton County, Illinois","8453","*****","8441","15","7091","239","1309","233","81","58","654","180","393","142","181","85","41","29","20","27","0","119","21","31","12","15","0","119","12","15",
"0500000US17067","Hancock County, Illinois","19227","*****","19082","69","10778","319","8252","321","162","60","6830","319","680","144","580","139","52","29","6","10","0","119","46","27","145","69","48","31","97","49",
"0500000US17069","Hardin County, Illinois","4402","*****","4353","45","3338","194","1015","198","3","6","349","187","605","126","58","30","0","119","0","119","0","119","0","119","49","45","31","35","18","28",
"0500000US17071","Henderson County, Illinois","7462","*****","7250","136","4167","284","3068","286","123","100","2655","305","140","56","150","52","15","14","0","119","0","119","15","14","212","136","109","85","103","67",
"0500000US17073","Henry County, Illinois","50477","*****","49470","172","38864","741","10505","697","765","208","6596","614","1781","268","1363","287","101","53","14","21","0","119","87","51","1007","172","486","127","521","161",
"0500000US17075","Iroquois County, Illinois","30068","*****","29285","126","25241","395","3962","373","272","80","2102","305","1051","155","537","108","82","51","17","20","0","119","65","44","783","126","282","96","501","98",
"0500000US17077","Jackson County, Illinois","59864","*****","56853","364","42328","944","14126","999","1281","246","6511","665","4874","630","1460","318","399","130","104","84","12","20","283","109","3011","364","1098","240","1913","303",
"0500000US17079","Jasper County, Illinois","9752","*****","9700","43","8526","190","1141","194","35","24","652","158","334","105","120","51","33","27","10","16","0","119","23","22","52","43","3","7","49","43",
"0500000US17081","Jefferson County, Illinois","39202","*****","38740","114","30754","531","7853","534","560","131","3940","408","2665","270","688","166","133","50","29","27","4","9","100","41","462","114","272","102","190","67",
"0500000US17083","Jersey County, Illinois","22932","*****","22723","75","18337","475","4258","428","339","108","2311","372","1059","239","549","168","128","86","0","119","0","119","128","86","209","75","64","55","145","59",
"0500000US17085","Jo Daviess County, Illinois","22728","*****","21860","166","10917","460","10884","434","303","105","9724","430","557","134","300","91","59","45","0","119","0","119","59","45","868","166","354","109","514","170",
"0500000US17087","Johnson County, Illinois","12710","*****","12418","118","9262","345","3126","328","78","38","1084","253","1677","224","287","108","30","20","12","16","0","119","18","13","292","118","103","89","189","75",
"0500000US17089","Kane County, Illinois","502628","*****","412826","2081","318061","2770","89524","2203","12524","840","41932","1545","21651","1106","13417","1147","5241","612","2651","526","31","30","2559","391","89802","2081","29077","1381","60725","2147",
"0500000US17091","Kankakee County, Illinois","112100","*****","107111","515","87526","1015","18915","959","1630","268","9146","755","6333","550","1806","298","670","170","275","118","18","26","377","125","4989","515","1725","297","3264","488",
"0500000US17093","Kendall County, Illinois","105602","*****","96726","522","76272","1275","19609","1138","2381","373","9857","651","4674","602","2697","512","845","217","306","134","17","44","522","158","8876","522","4337","433","4539","476",
"0500000US17095","Knox County, Illinois","52932","*****","51893","203","42398","631","9144","595","783","185","4862","458","2437","298","1062","192","351","141","87","47","5","8","259","130","1039","203","311","100","728","196",
"0500000US17097","Lake County, Illinois","697179","*****","571630","1949","413691","3351","150385","2951","27457","1407","64687","1669","37495","1477","20746","1199","7554","829","2693","501","136","78","4725","530","125549","1949","54808","1787","70741","1932",
"0500000US17099","LaSalle County, Illinois","113789","*****","109736","451","94555","926","14755","820","1661","251","6719","482","4067","433","2308","368","426","147","41","37","0","119","385","145","4053","451","1657","237","2396","473",
"0500000US17101","Lawrence County, Illinois","16849","*****","16603","100","11530","501","4998","483","126","69","3665","422","887","184","320","116","75","72","0","119","0","119","75","72","246","100","45","33","201","92",
"0500000US17103","Lee County, Illinois","36100","*****","35375","246","29703","527","5589","527","379","120","3152","392","1270","235","788","239","83","39","9","10","0","119","74","38","725","246","289","102","436","232",
"0500000US17105","Livingston County, Illinois","39010","*****","38354","157","33067","475","5142","454","446","103","2295","295","1753","261","648","168","145","67","44","31","15","23","86","52","656","157","307","116","349","104",
"0500000US17107","Logan County, Illinois","30440","*****","30092","107","25121","427","4827","414","325","92","2466","336","1467","215","569","141","144","70","45","58","0","119","99","43","348","107","113","59","235","85",
"0500000US17109","McDonough County, Illinois","32730","*****","31716","251","25016","600","6521","578","432","122","3852","532","1275","216","962","201","179","97","0","119","46","67","133","66","1014","251","456","150","558","197",
"0500000US17111","McHenry County, Illinois","306050","*****","276203","1162","219302","1979","54863","1779","8897","647","28178","1155","10750","805","7038","668","2038","349","339","142","45","40","1654","293","29847","1162","13191","732","16656","1015",
"0500000US17113","McLean County, Illinois","166706","*****","158009","589","122933","1184","34170","1125","3955","491","16821","776","8726","681","4668","635","906","212","116","75","13","19","777","198","8697","589","2462","333","6235","534",
"0500000US17115","Macon County, Illinois","110719","*****","108441","310","87492","816","20709","782","1759","246","8487","595","8028","632","2435","356","240","94","28","25","0","119","212","87","2278","310","1112","213","1166","256",
"0500000US17117","Macoupin County, Illinois","47980","*****","47495","138","39693","559","7667","553","377","132","4637","381","1634","335","1019","225","135","67","2","4","0","119","133","66","485","138","327","118","158","72",
"0500000US17119","Madison County, Illinois","268005","*****","262164","612","184785","1779","75839","1745","4069","432","48069","1345","17191","1147","6510","585","1540","257","111","71","16","19","1413","240","5841","612","3151","442","2690","437",
"0500000US17121","Marion County, Illinois","39722","*****","39304","129","32742","517","6485","505","309","93","3344","377","1765","210","1067","208","77","40","9","14","11","12","57","30","418","129","251","95","167","65",
"0500000US17123","Marshall County, Illinois","12763","*****","12524","137","10890","247","1587","197","137","64","887","155","358","66","205","83","47","37","0","119","0","119","47","37","239","137","92","80","147","82",
"0500000US17125","Mason County, Illinois","14921","*****","14691","95","12640","264","1935","258","66","41","857","159","697","162","315","103","116","55","0","119","0","119","116","55","230","95","118","90","112","55",
"0500000US17127","Massac County, Illinois","15425","*****","15324","56","7248","413","8035","423","251","131","1427","253","6043","389","314","107","41","33","0","119","0","119","41","33","101","56","65","41","36","37",
"0500000US17129","Menard County, Illinois","12702","*****","12665","24","10700","208","1944","204","163","55","918","148","503","121","360","97","21","17","0","119","0","119","21","17","37","24","19","20","18","16",
"0500000US17131","Mercer County, Illinois","16551","*****","16433","52","12288","377","4125","369","97","48","2813","293","800","177","415","126","20","18","0","119","0","119","20","18","118","52","66","33","52","31",
"0500000US17133","Monroe County, Illinois","32431","*****","32147","96","18506","663","13436","687","334","112","11240","614","1319","267","543","143","205","93","4","6","7","10","194","91","284","96","136","70","148","72",
"0500000US17135","Montgomery County, Illinois","30230","*****","29822","144","25147","398","4492","352","312","104","2096","266","1438","207","646","163","183","66","4","8","0","119","179","65","408","144","172","90","236","96",
"0500000US17137","Morgan County, Illinois","35755","*****","35367","115","29724","470","5475","474","437","111","2807","319","1460","243","771","188","168","85","18","22","0","119","150","77","388","115","215","77","173","93",
"0500000US17139","Moultrie County, Illinois","14723","*****","14532","71","12713","222","1757","224","134","65","750","176","666","143","207","77","62","67","0","119","0","119","62","67","191","71","138","64","53","36",
"0500000US17141","Ogle County, Illinois","53578","*****","50879","325","40329","633","10449","631","765","189","5901","516","2766","355","1017","203","101","55","2","4","0","119","99","54","2699","325","1057","301","1642","304",
"0500000US17143","Peoria County, Illinois","185108","*****","177317","536","140614","1157","35710","1215","3042","389","16392","800","12365","895","3911","460","993","237","130","116","19","23","844","189","7791","536","3387","442","4404","448",
"0500000US17145","Perry County, Illinois","22488","*****","22157","75","19121","333","2921","318","135","68","1725","234","778","155","283","96","115","67","20","23","0","119","95","63","331","75","108","52","223","67",
"0500000US17147","Piatt County, Illinois","16708","*****","16498","115","13649","356","2769","335","149","54","1423","258","819","178","378","114","80","50","0","119","0","119","80","50","210","115","89","73","121","79",
"0500000US17149","Pike County, Illinois","16580","*****","16417","102","12432","316","3957","307","236","73","2805","280","408","98","508","129","28","22","18","18","0","119","10","9","163","102","131","106","32","33",
"0500000US17151","Pope County, Illinois","4426","*****","4356","51","2612","226","1744","214","123","101","420","129","1084","182","117","106","0","119","0","119","0","119","0","119","70","51","60","48","10","17",
"0500000US17153","Pulaski County, Illinois","6262","*****","6009","174","4106","228","1903","194","14","13","1049","178","773","129","67","44","0","119","0","119","0","119","0","119","253","174","8","10","245","177",
"0500000US17155","Putnam County, Illinois","5982","*****","5861","66","4960","160","865","155","86","56","446","141","145","55","188","60","36","20","8","9","0","119","28","18","121","66","53","29","68","61",
"0500000US17157","Randolph County, Illinois","33567","*****","33117","106","26713","465","6299","431","348","129","3670","341","1687","215","594","121","105","51","19","23","0","119","86","46","450","106","176","74","274","83",
"0500000US17159","Richland County, Illinois","16166","*****","15944","110","12887","298","2937","281","161","78","1554","227","888","184","334","123","120","91","0","119","0","119","120","91","222","110","89","56","133","95",
"0500000US17161","Rock Island County, Illinois","147524","*****","138197","641","94744","1296","42836","1249","2075","340","28869","1009","8047","605","3845","488","617","151","76","48","13","15","528","146","9327","641","3217","380","6110","591",
"0500000US17163","St. Clair County, Illinois","266727","*****","260269","617","158354","2358","97754","2417","6382","612","52394","1870","29667","1388","9311","718","4161","530","279","101","228","88","3654","522","6458","617","3384","343","3074","527",
"0500000US17165","Saline County, Illinois","25171","*****","24907","94","19151","415","5602","414","111","63","3052","355","1973","248","466","135","154","63","15","22","0","119","139","55","264","94","195","81","69","33",
"0500000US17167","Sangamon County, Illinois","195288","*****","189665","477","152880","1413","36005","1239","3441","422","17148","872","10404","736","5012","638","780","157","46","52","6","9","728","154","5623","477","2810","388","2813","457",
"0500000US17169","Schuyler County, Illinois","7527","*****","7318","100","6472","192","827","178","90","58","425","123","183","110","129","57","19","23","12","20","0","119","7","12","209","100","51","42","158","71",
"0500000US17171","Scott County, Illinois","5374","*****","5330","40","4712","109","610","100","35","23","278","77","169","55","128","52","8","9","0","119","0","119","8","9","44","40","41","40","3","4",
"0500000US17173","Shelby County, Illinois","22362","*****","22144","92","19867","370","2226","344","115","46","1008","191","858","200","245","124","51","44","0","119","26","41","25","22","218","92","131","77","87","55",
"0500000US17175","Stark County, Illinois","6086","*****","6029","28","5225","116","791","113","43","22","392","82","210","58","146","70","13","10","0","119","0","119","13","10","57","28","27","15","30","18",
"0500000US17177","Stephenson County, Illinois","47791","*****","46669","225","34714","855","11824","819","596","164","8286","624","1923","347","1019","269","131","53","3","4","0","119","128","53","1122","225","541","132","581","228",
"0500000US17179","Tazewell County, Illinois","133863","*****","131820","243","107488","1141","23749","1108","1598","232","12154","822","6843","493","3154","483","583","158","55","45","40","24","488","155","2043","243","1261","219","782","185",
"0500000US17181","Union County, Illinois","17959","*****","17528","106","12175","467","5291","435","442","201","3045","362","1378","238","426","154","62","40","5","9","0","119","57","38","431","106","176","87","255","106",
"0500000US17183","Vermilion County, Illinois","82033","*****","80251","328","64975","835","15002","821","1277","253","7655","620","4834","498","1236","216","274","106","48","39","27","40","199","85","1782","328","755","177","1027","309",
"0500000US17185","Wabash County, Illinois","12141","*****","12047","47","6688","357","5301","361","76","44","3968","339","1029","230","228","142","58","32","0","119","0","119","58","32","94","47","37","41","57","27",
"0500000US17187","Warren County, Illinois","17745","*****","16999","193","13255","483","3701","436","136","68","2270","314","714","207","581","245","43","37","0","119","0","119","43","37","746","193","243","148","503","242",
"0500000US17189","Washington County, Illinois","14841","*****","14772","37","12350","227","2323","225","132","40","1429","162","517","116","245","77","99","56","22","30","0","119","77","48","69","37","28","21","41","32",
"0500000US17191","Wayne County, Illinois","16846","*****","16692","77","13678","337","2989","323","209","95","1729","283","681","153","370","123","25","25","0","119","0","119","25","25","154","77","97","57","57","51",
"0500000US17193","White County, Illinois","14800","*****","14625","116","9349","384","5257","393","170","95","3847","354","999","202","241","76","19","20","3","6","0","119","16","19","175","116","79","59","96","94",
"0500000US17195","Whiteside County, Illinois","58750","*****","57132","294","42544","663","14251","648","544","183","9251","513","3136","456","1320","198","337","124","71","47","3","7","263","107","1618","294","634","164","984","226",
"0500000US17197","Will County, Illinois","667977","*****","592050","2288","484057","3144","103263","2774","14396","929","46388","1983","30076","1331","12403","820","4730","591","1156","271","173","104","3401","470","75927","2288","35386","1414","40541","1902",
"0500000US17199","Williamson County, Illinois","65579","*****","64598","161","50627","813","13558","779","843","193","6158","538","4771","456","1786","355","413","125","53","50","0","119","360","119","981","161","458","120","523","147",
"0500000US17201","Winnebago County, Illinois","293972","*****","271494","1240","196557","2085","73152","1646","4917","500","42979","1539","18732","797","6524","611","1785","342","646","203","47","55","1092","238","22478","1240","9753","909","12725","986",
"0500000US17203","Woodford County, Illinois","38226","*****","37667","230","31183","490","6357","462","478","96","3453","358","1367","212","1059","199","127","66","19","28","7","12","101","51","559","230","256","66","303","222",
"0500000US18001","Adams County, Indiana","34162","*****","33838","147","28774","566","4969","546","388","133","3041","453","1032","193","508","138","95","72","0","119","0","119","95","72","324","147","259","142","65","42",
"0500000US18003","Allen County, Indiana","351332","*****","332269","853","241264","2057","88855","2041","10233","780","46261","1683","24335","1205","8026","744","2150","312","326","170","54","49","1770","298","19063","853","7601","717","11462","800",
"0500000US18005","Bartholomew County, Indiana","75855","*****","70539","360","53424","867","16641","848","1786","295","6237","571","7082","550","1536","295","474","171","114","135","0","119","360","117","5316","360","788","185","4528","349",
"0500000US18007","Benton County, Indiana","8820","*****","8711","47","6694","223","1981","215","134","59","1096","175","613","101","138","63","36","23","12","14","0","119","24","19","109","47","43","26","66","39",
"0500000US18009","Blackford County, Indiana","12960","*****","12886","43","10833","252","1942","244","255","112","775","141","756","135","156","69","111","80","0","119","0","119","111","80","74","43","51","41","23","22",
"0500000US18011","Boone County, Indiana","54796","*****","53345","238","37800","1084","15264","1082","2286","461","7323","787","3713","367","1942","329","281","128","77","85","12","19","192","84","1451","238","916","172","535","170",
"0500000US18013","Brown County, Indiana","15271","*****","15099","77","11539","410","3525","418","342","124","1360","255","1473","267","350","140","35","28","6","11","0","119","29","25","172","77","132","69","40","32",
"0500000US18015","Carroll County, Indiana","20135","*****","19795","104","16632","313","3117","311","410","125","1465","219","942","187","300","128","46","35","7","14","0","119","39","30","340","104","152","98","188","101",
"0500000US18017","Cass County, Indiana","39058","*****","36228","240","29612","474","6424","501","533","125","3011","345","2051","306","829","210","192","98","77","67","26","30","89","55","2830","240","737","151","2093","278",
"0500000US18019","Clark County, Indiana","107381","*****","103913","387","50689","1468","52256","1451","2036","329","6868","491","39883","1509","3469","527","968","377","140","148","225","224","603","202","3468","387","884","165","2584","341",
"0500000US18021","Clay County, Indiana","26983","*****","26726","120","23087","570","3533","554","186","86","1836","393","1077","274","434","140","106","62","0","119","0","119","106","62","257","120","177","111","80","66",
"0500000US18023","Clinton County, Indiana","33270","*****","30985","229","25064","551","5832","533","343","124","2346","410","2340","315","803","244","89","53","0","119","24","35","65","49","2285","229","623","172","1662","289",
"0500000US18025","Crawford County, Indiana","10825","*****","10792","35","7521","366","3175","320","197","90","619","159","2265","284","94","46","96","90","0","119","0","119","96","90","33","35","19","28","14","21",
"0500000US18027","Daviess County, Indiana","31045","*****","30224","126","26719","479","3441","486","255","105","1476","270","1125","272","585","172","64","41","0","119","8","11","56","41","821","126","156","73","665","134",
"0500000US18029","Dearborn County, Indiana","49580","*****","48971","241","18752","819","29998","838","1168","366","22771","857","5106","477","953","250","221","90","0","119","0","119","221","90","609","241","310","177","299","164",
"0500000US18031","Decatur County, Indiana","25584","*****","25062","176","21261","455","3696","398","389","138","1619","289","1325","294","363","118","105","65","0","119","0","119","105","65","522","176","177","113","345","176",
"0500000US18033","DeKalb County, Indiana","41968","*****","41322","165","31016","576","10114","578","768","193","5920","482","2819","385","607","142","192","88","11","17","15","23","166","84","646","165","161","74","485","138",
"0500000US18035","Delaware County, Indiana","117344","*****","114924","334","87709","1139","26636","1140","2159","335","10181","756","11906","881","2390","341","579","185","31","34","0","119","548","182","2420","334","1014","203","1406","307",
"0500000US18037","Dubois County, Indiana","41809","*****","40485","218","34550","813","5691","822","730","300","2079","339","2328","481","554","196","244","119","0","119","0","119","244","119","1324","218","233","96","1091","237",
"0500000US18039","Elkhart County, Indiana","196855","*****","180212","780","126226","1883","52594","1870","5555","572","28112","1363","13030","902","5897","731","1392","314","526","183","0","119","866","226","16643","780","4267","627","12376","818",
"0500000US18041","Fayette County, Indiana","24367","*****","24134","82","17842","576","6201","586","286","101","3169","499","2357","333","389","133","91","64","9","15","0","119","82","62","233","82","112","68","121","65",
"0500000US18043","Floyd County, Indiana","73594","*****","72055","217","38990","1023","32631","1001","1415","268","5108","553","24237","985","1871","296","434","141","63","45","0","119","371","125","1539","217","468","130","1071","207",
"0500000US18045","Fountain County, Indiana","17329","*****","17076","122","10086","431","6919","413","210","101","5714","350","739","173","256","81","71","47","0","119","4","8","67","47","253","122","62","35","191","109",
"0500000US18047","Franklin County, Indiana","23194","*****","23000","134","11520","680","11464","680","251","81","8885","661","1991","274","337","105","16","22","0","119","0","119","16","22","194","134","95","87","99","100",
"0500000US18049","Fulton County, Indiana","20684","*****","20283","125","15980","483","4216","458","575","166","1771","307","1509","277","361","95","87","51","29","39","0","119","58","38","401","125","129","76","272","92",
"0500000US18051","Gibson County, Indiana","33386","*****","33152","113","26254","576","6813","589","569","183","3059","366","2619","390","566","162","85","67","5","10","26","46","54","50","234","113","56","45","178","125",
"0500000US18053","Grant County, Indiana","70176","*****","69037","240","52159","1046","16498","1014","1517","269","6283","736","6753","634","1945","366","380","115","8","13","0","119","372","112","1139","240","531","171","608","187",
"0500000US18055","Greene County, Indiana","33084","*****","32777","102","27117","632","5528","628","493","147","2381","442","1899","417","755","185","132","108","0","119","0","119","132","108","307","102","194","83","113","68",
"0500000US18057","Hamilton County, Indiana","261244","*****","244261","885","153208","1868","88761","1936","12540","1025","46119","1440","21112","1218","8990","630","2292","394","355","216","27","30","1910","356","16983","885","7526","625","9457","863",
"0500000US18059","Hancock County, Indiana","68011","*****","66871","203","51977","692","14468","704","1635","274","5522","473","6027","495","1284","248","426","149","34","42","0","119","392","148","1140","203","758","166","382","162",
"0500000US18061","Harrison County, Indiana","38616","*****","38267","130","22554","787","15477","789","923","277","2171","367","11551","675","832","284","236","110","0","119","0","119","236","110","349","130","170","74","179","127",
"0500000US18063","Hendricks County, Indiana","140028","*****","135115","449","96855","1464","37289","1390","4774","522","17197","1018","10740","663","4578","571","971","211","169","89","0","119","802","194","4913","449","2313","319","2600","358",
"0500000US18065","Henry County, Indiana","48921","*****","48576","101","38812","661","9569","665","461","124","2944","378","5275","491","889","178","195","103","22","27","0","119","173","93","345","101","213","79","132","60",
"0500000US18067","Howard County, Indiana","83326","*****","81758","276","61924","1054","19391","1040","1799","348","8280","650","7252","560","2060","350","443","146","85","93","0","119","358","104","1568","276","1013","198","555","222",
"0500000US18069","Huntington County, Indiana","37321","*****","37017","75","29390","510","7403","486","686","171","3546","360","2518","326","653","159","224","91","0","119","8","14","216","91","304","75","188","70","116","49",
"0500000US18071","Jackson County, Indiana","41902","*****","39971","248","32258","546","7555","560","454","136","2245","383","3895","387","961","222","158","77","30","25","0","119","128","74","1931","248","380","145","1551","218",
"0500000US18073","Jasper County, Indiana","33055","*****","32433","251","23998","575","8355","546","407","126","5579","451","1966","307","403","135","80","49","6","10","25","29","49","40","622","251","192","77","430","236",
"0500000US18075","Jay County, Indiana","21441","*****","21229","120","17086","402","4083","389","138","67","2373","315","1317","211","255","100","60","52","0","119","0","119","60","52","212","120","101","75","111","72",
"0500000US18077","Jefferson County, Indiana","32393","*****","31639","224","21135","649","10432","641","766","221","2695","392","6113","491","858","284","72","53","0","119","0","119","72","53","754","224","162","80","592","214",
"0500000US18079","Jennings County, Indiana","28470","*****","28028","146","22349","542","5579","530","333","127","1762","321","2745","378","739","301","100","82","0","119","0","119","100","82","442","146","56","31","386","145",
"0500000US18081","Johnson County, Indiana","135994","*****","131663","485","97510","1252","33381","1229","3783","545","12966","742","13210","818","3422","505","772","204","69","87","0","119","703","175","4331","485","2076","321","2255","325",
"0500000US18083","Knox County, Indiana","38425","*****","37744","196","30625","660","6948","595","448","121","3643","469","2085","377","772","268","171","77","27","33","0","119","144","72","681","196","134","72","547","155",
"0500000US18085","Kosciusko County, Indiana","76982","*****","73687","342","55730","941","17668","885","1813","278","9142","674","5003","515","1710","340","289","106","22","28","0","119","267","102","3295","342","880","196","2415","312",
"0500000US18087","LaGrange County, Indiana","36996","*****","36277","148","28688","727","7510","720","481","223","5125","569","1515","274","389","155","79","47","0","119","0","119","79","47","719","148","352","145","367","123",
"0500000US18089","Lake County, Indiana","494417","*****","461334","1588","277570","3060","179290","3235","7628","717","122284","2948","41390","1416","7988","782","4474","503","2848","449","57","60","1569","255","33083","1588","17758","982","15325","1140",
"0500000US18091","LaPorte County, Indiana","110937","*****","107442","432","77112","1090","30038","1032","2590","355","17613","813","7933","584","1902","325","292","114","67","50","0","119","225","102","3495","432","1574","259","1921","324",
"0500000US18093","Lawrence County, Indiana","46192","*****","45789","134","37013","665","8417","642","868","273","2560","355","3744","548","1245","277","359","111","11","17","7","12","341","108","403","134","83","38","320","136",
