"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M","B05002_016E","B05002_016M","B05002_017E","B05002_017M","B05002_018E","B05002_018M","B05002_019E","B05002_019M","B05002_020E","B05002_020M","B05002_021E","B05002_021M","B05002_022E","B05002_022M","B05002_023E","B05002_023M","B05002_024E","B05002_024M","B05002_025E","B05002_025M","B05002_026E","B05002_026M","B05002_027E","B05002_027M",
"0500000US20025","Clark County, Kansas","2131","*****","2032","45","1353","100","674","96","17","14","132","42","317","61","208","66","5","5","0","10","0","10","5","5","99","45","27","21","0","10","4","6","1","4","0","10","22","20","0","10","72","42","0","10","2","4","0","10","0","10","70","42","0","10",
"0500000US20027","Clay County, Kansas","8346","*****","8202","56","5666","320","2451","319","255","105","817","157","793","231","586","153","85","43","0","14","0","14","85","43","144","56","67","44","39","32","7","16","0","14","0","14","21","29","0","14","77","39","29","22","42","31","5","9","0","14","1","4","0","14",
"0500000US20029","Cloud County, Kansas","9302","*****","9080","117","6809","225","2125","239","156","70","882","172","505","128","582","131","146","84","0","14","0","14","146","84","222","117","120","68","38","30","0","14","1","3","0","14","81","64","0","14","102","83","26","25","67","79","0","14","0","14","9","18","0","14",
"0500000US20031","Coffey County, Kansas","8433","*****","8344","32","5922","205","2379","203","167","52","921","126","695","105","596","106","43","34","0","14","0","14","43","34","89","32","38","28","12","12","22","26","0","14","0","14","4","5","0","14","51","30","7","8","29","19","0","14","0","14","11","14","4","6",
"0500000US20033","Comanche County, Kansas","1898","165","1837","156","1253","121","569","102","34","34","118","37","318","82","99","46","15","16","0","10","0","10","15","16","61","50","1","2","0","10","0","10","0","10","0","10","1","2","0","10","60","50","2","3","0","10","0","10","0","10","58","50","0","10",
"0500000US20035","Cowley County, Kansas","35977","*****","34609","190","23953","607","10444","584","482","114","2961","364","5190","428","1811","274","212","80","28","50","0","21","184","62","1368","190","612","122","18","15","179","45","0","21","0","21","415","113","0","21","756","197","63","51","175","81","33","38","0","21","473","173","12","10",
"0500000US20037","Crawford County, Kansas","39281","*****","37764","313","25496","646","12023","705","637","167","6544","554","3037","373","1805","264","245","98","0","21","0","21","245","98","1517","313","417","152","29","32","47","46","26","31","0","21","297","130","18","30","1100","284","63","35","555","230","52","79","0","21","423","149","7","10",
"0500000US20039","Decatur County, Kansas","2886","*****","2853","24","1906","109","933","106","33","25","505","93","125","44","270","65","14","13","0","10","0","10","14","13","33","24","22","16","8","11","0","10","0","10","0","10","0","10","14","13","11","19","0","10","0","10","0","10","0","10","11","19","0","10",
"0500000US20041","Dickinson County, Kansas","19384","*****","19022","104","13183","448","5593","420","391","109","1919","250","2037","306","1246","197","246","85","5","7","0","16","241","84","362","104","210","85","112","70","17","16","20","34","0","16","52","32","9","13","152","79","27","24","34","28","0","16","0","16","83","67","8","14",
"0500000US20043","Doniphan County, Kansas","7793","*****","7731","34","2788","207","4940","214","38","18","4250","241","370","75","282","75","3","4","0","14","0","14","3","4","62","34","16","16","3","5","11","14","2","3","0","14","0","14","0","14","46","31","7","7","7","11","1","4","0","14","25","28","6","12",
"0500000US20045","Douglas County, Kansas","116352","*****","108668","643","64230","1520","43354","1507","3079","427","21499","1260","10675","866","8101","627","1084","304","112","104","16","26","956","279","7684","643","2373","375","558","159","1083","183","105","81","0","23","560","178","67","58","5311","616","729","209","3133","496","134","79","32","41","1144","366","139","79",
"0500000US20047","Edwards County, Kansas","2975","*****","2618","66","1999","93","610","81","45","32","151","38","232","55","182","46","9","5","3","5","0","10","6","5","357","66","114","37","13","11","1","3","0","10","0","10","100","34","0","10","243","72","20","24","6","10","0","10","0","10","215","70","2","3",
"0500000US20049","Elk County, Kansas","2635","*****","2592","29","1880","69","683","71","22","14","158","31","303","50","200","43","29","15","0","10","1","2","28","15","43","29","34","28","10","7","6","6","0","10","0","10","18","26","0","10","9","6","5","6","4","4","0","10","0","10","0","10","0","10",
"0500000US20051","Ellis County, Kansas","29032","*****","28031","222","22770","609","5023","570","275","97","1656","351","1046","236","2046","421","238","120","44","59","7","13","187","108","1001","222","430","138","90","64","96","84","75","64","0","18","166","82","3","5","571","180","30","35","410","157","14","23","0","18","117","67","0","18",
"0500000US20053","Ellsworth County, Kansas","6375","*****","6292","30","4764","179","1441","166","50","24","588","107","358","74","445","93","87","69","8","12","3","5","76","66","83","30","19","15","7","11","0","14","0","14","0","14","12","11","0","14","64","28","0","14","4","6","0","14","0","14","60","27","0","14",
"0500000US20055","Finney County, Kansas","36983","*****","29113","465","20578","603","8254","533","308","96","2105","298","2728","354","3113","405","281","129","45","56","16","24","220","115","7870","465","2569","324","47","33","465","114","48","51","0","21","2006","285","3","5","5301","478","68","60","745","183","192","101","0","21","4296","434","0","21",
"0500000US20057","Ford County, Kansas","34492","*****","25129","562","18220","640","6804","628","461","145","1559","260","2444","331","2340","377","105","66","12","19","0","21","93","65","9363","562","2184","434","53","47","297","136","0","21","0","21","1834","402","0","21","7179","680","3","5","170","151","158","112","6","10","6839","638","3","6",
"0500000US20059","Franklin County, Kansas","25663","*****","25362","89","18282","489","6962","492","553","197","3702","341","1418","259","1289","231","118","53","5","9","0","18","113","52","301","89","111","46","37","27","9","16","0","18","0","18","65","38","0","18","190","87","84","52","11","15","2","5","0","18","93","78","0","18",
"0500000US20061","Geary County, Kansas","36818","*****","33844","430","11946","894","20329","894","2239","339","5503","650","8293","768","4294","533","1569","299","257","160","47","45","1265","281","2974","430","1674","293","371","138","546","110","160","136","0","21","597","180","0","21","1300","299","130","71","286","119","41","56","103","110","724","239","16","20",
"0500000US20063","Gove County, Kansas","2682","106","2634","106","2130","102","490","57","25","22","167","37","96","33","202","45","14","11","0","10","0","10","14","11","48","27","11","11","2","3","1","3","4","6","0","10","4","5","0","10","37","26","1","3","19","17","0","10","0","10","17","18","0","10",
"0500000US20065","Graham County, Kansas","2577","*****","2529","31","1874","81","655","84","47","22","225","52","188","47","195","51","0","10","0","10","0","10","0","10","48","31","2","4","2","4","0","10","0","10","0","10","0","10","0","10","46","31","0","10","37","29","0","10","0","10","5","7","4","6",
"0500000US20067","Grant County, Kansas","7748","*****","6352","267","4270","412","2049","375","185","153","350","134","778","229","736","216","33","29","8","16","0","14","25","24","1396","267","188","91","0","14","0","14","0","14","0","14","188","91","0","14","1208","294","3","6","0","14","0","14","0","14","1205","295","0","14",
"0500000US20069","Gray County, Kansas","6037","*****","5459","86","4121","172","1253","162","41","28","389","70","411","69","412","130","85","37","0","14","0","14","85","37","578","86","154","45","7","6","0","14","0","14","0","14","144","43","3","5","424","85","0","14","0","14","0","14","0","14","395","82","29","18",
"0500000US20071","Greeley County, Kansas","1235","97","1149","104","807","101","335","66","13","12","125","44","62","30","135","36","7","9","0","10","0","10","7","9","86","34","30","23","0","10","1","3","0","10","0","10","29","23","0","10","56","36","0","10","1","2","0","10","0","10","55","35","0","10",
"0500000US20073","Greenwood County, Kansas","6304","*****","6274","26","4984","138","1266","133","71","34","476","99","379","80","340","67","24","24","0","14","0","14","24","24","30","26","8","9","6","8","2","4","0","14","0","14","0","14","0","14","22","25","22","25","0","14","0","14","0","14","0","14","0","14",
"0500000US20075","Hamilton County, Kansas","2567","*****","2060","84","1310","142","719","141","12","12","123","78","156","62","428","114","31","29","0","10","0","10","31","29","507","84","87","54","3","4","0","10","0","10","0","10","84","54","0","10","420","91","0","10","0","10","0","10","0","10","420","91","0","10",
"0500000US20077","Harper County, Kansas","5798","*****","5696","48","4165","154","1514","155","82","50","325","73","789","136","318","71","17","14","2","3","3","4","12","14","102","48","25","20","5","8","0","14","0","14","0","14","16","17","4","8","77","43","2","3","5","8","0","14","0","14","70","42","0","14",
"0500000US20079","Harvey County, Kansas","34814","*****","33248","282","24397","718","8550","641","551","190","3617","411","2509","380","1873","369","301","105","26","32","5","8","270","100","1566","282","572","248","27","25","119","120","18","33","0","21","319","188","89","72","994","226","7","8","175","51","0","21","0","21","772","228","40","42",
"0500000US20081","Haskell County, Kansas","4087","*****","3319","104","2363","115","940","122","0","10","254","76","381","73","305","87","16","15","0","10","0","10","16","15","768","104","189","56","0","10","10","22","0","10","0","10","177","54","2","3","579","108","0","10","0","10","0","10","0","10","555","106","24","18",
"0500000US20083","Hodgeman County, Kansas","1919","126","1838","129","1484","125","344","57","25","15","139","38","97","33","83","24","10","8","3","4","0","10","7","7","81","43","20","12","8","6","0","10","0","10","0","10","12","11","0","10","61","42","2","3","32","34","0","10","0","10","27","27","0","10",
"0500000US20085","Jackson County, Kansas","13365","*****","13254","30","10233","276","2921","268","237","72","1405","210","664","138","615","120","100","59","3","4","16","20","81","57","111","30","62","37","5","6","35","30","0","16","10","16","10","10","2","3","49","30","8","11","36","31","0","16","4","6","1","2","0","16",
"0500000US20087","Jefferson County, Kansas","18880","*****","18771","50","14061","358","4634","337","329","96","2217","230","968","189","1120","213","76","57","4","6","0","16","72","54","109","50","55","41","32","28","0","16","6","15","0","16","17","25","0","16","54","34","3","5","0","16","0","16","0","16","41","32","10","10",
"0500000US20089","Jewell County, Kansas","3003","*****","2961","19","1923","86","1030","84","29","13","710","84","72","29","219","49","8","8","0","10","0","10","8","8","42","19","22","14","7","8","0","10","2","3","0","10","13","11","0","10","20","11","0","10","6","10","2","4","0","10","12","9","0","10",
"0500000US20091","Johnson County, Kansas","572428","*****","525111","1447","233316","2866","286835","2900","17643","927","188796","2789","48024","1746","32372","1376","4960","414","482","191","134","61","4344","364","47317","1447","21461","1120","3377","408","11446","643","1897","379","74","57","4184","563","473","136","25856","1351","1545","327","9304","780","2872","522","109","56","11568","980","458","138",
"0500000US20093","Kearny County, Kansas","3943","*****","3516","106","2624","129","815","137","38","31","124","41","332","83","321","90","77","49","0","10","0","10","77","49","427","106","113","58","5","10","17","25","0","10","0","10","91","50","0","10","314","100","27","25","0","10","0","10","0","10","286","97","1","3",
"0500000US20095","Kingman County, Kansas","7697","*****","7627","36","5793","209","1802","211","47","26","433","106","903","170","419","106","32","27","3","5","0","14","29","26","70","36","14","12","8","10","1","2","0","14","0","14","0","14","5","5","56","35","1","2","0","14","0","14","0","14","53","34","2","3",
"0500000US20097","Kiowa County, Kansas","2520","*****","2400","58","1688","104","689","96","17","9","201","55","233","43","238","60","23","17","0","10","0","10","23","17","120","58","32","16","2","6","4","5","0","10","0","10","24","15","2","4","88","54","4","7","22","20","0","10","0","10","62","48","0","10",
"0500000US20099","Labette County, Kansas","20833","*****","20665","79","14462","537","6099","523","370","144","2534","282","2024","239","1171","272","104","60","9","20","0","18","95","62","168","79","46","34","16","19","29","28","0","18","0","18","1","2","0","18","122","69","0","18","17","19","9","14","0","18","96","68","0","18",
"0500000US20101","Lane County, Kansas","1687","106","1656","101","1198","104","455","84","44","20","109","40","149","45","153","50","3","4","0","10","0","10","3","4","31","17","20","16","3","4","9","12","0","10","0","10","6","9","2","3","11","11","0","10","0","10","0","10","0","10","11","11","0","10",
"0500000US20103","Leavenworth County, Kansas","78785","*****","76388","380","40315","1264","34465","1244","2891","411","14162","830","11181","756","6231","585","1608","297","103","66","96","89","1409","290","2397","380","1105","207","295","114","441","108","16","27","3","8","285","127","65","46","1292","311","188","86","394","110","103","86","130","165","453","140","24","27",
"0500000US20105","Lincoln County, Kansas","3134","*****","3099","15","2315","96","771","96","40","25","260","67","242","62","229","57","13","13","0","10","0","10","13","13","35","15","5","4","3","3","0","10","0","10","0","10","2","3","0","10","30","15","5","6","3","6","0","10","0","10","22","10","0","10",
"0500000US20107","Linn County, Kansas","9524","*****","9487","31","6260","267","3179","271","103","44","2138","230","477","114","461","118","48","20","8","13","0","14","40","18","37","31","21","23","18","22","3","5","0","14","0","14","0","14","0","14","16","17","1","3","13","16","0","14","0","14","2","3","0","14",
"0500000US20109","Logan County, Kansas","2800","*****","2747","22","1976","116","771","121","45","26","224","72","178","69","324","77","0","10","0","10","0","10","0","10","53","22","29","24","0","10","0","10","0","10","0","10","27","24","2","4","24","21","0","10","3","5","3","5","0","10","18","21","0","10",
"0500000US20111","Lyon County, Kansas","33401","*****","30339","308","22626","635","7597","644","407","140","2627","323","2790","460","1773","269","116","74","0","21","0","21","116","74","3062","308","721","198","2","3","121","97","0","21","0","21","598","171","0","21","2341","336","108","82","602","150","66","90","0","21","1552","232","13","22",
"0500000US20113","McPherson County, Kansas","29164","*****","28749","155","21234","591","7364","572","339","105","2714","329","2436","373","1875","302","151","76","3","6","2","4","146","76","415","155","138","66","6","6","32","34","0","18","0","18","100","58","0","18","277","125","7","8","80","66","25","35","0","18","120","75","45","43",
"0500000US20115","Marion County, Kansas","12213","*****","12039","49","9301","231","2676","236","205","75","1003","149","871","122","597","116","62","42","0","16","0","16","62","42","174","49","95","38","14","12","33","18","1","4","0","16","17","21","30","23","79","44","3","4","6","8","4","5","0","16","57","42","9","7",
"0500000US20117","Marshall County, Kansas","9963","*****","9841","47","7233","220","2558","228","70","32","1538","173","476","129","474","113","50","27","0","14","5","8","45","26","122","47","89","39","31","26","40","30","0","14","0","14","8","12","10","14","33","27","8","11","0","14","0","14","0","14","23","25","2","4",
"0500000US20119","Meade County, Kansas","4310","*****","3931","90","2758","127","1140","126","54","37","234","53","440","90","412","81","33","19","0","10","4","6","29","18","379","90","116","37","2","3","18","13","0","10","0","10","86","29","10","10","263","84","4","5","13","14","0","10","0","10","240","81","6","6",
"0500000US20121","Miami County, Kansas","32787","*****","32486","151","20187","601","12180","593","450","126","8104","562","2421","364","1205","287","119","77","0","21","21","33","98","64","301","151","162","101","11","17","63","41","14","24","0","21","74","83","0","21","139","88","14","20","26","35","26","36","0","21","54","53","19","21",
"0500000US20123","Mitchell County, Kansas","6299","*****","6193","46","4843","180","1338","184","52","37","581","109","348","83","357","123","12","14","0","14","0","14","12","14","106","46","40","25","10","16","17","23","6","12","0","14","7","8","0","14","66","41","18","17","34","31","0","14","0","14","14","18","0","14",
"0500000US20125","Montgomery County, Kansas","33765","*****","32796","190","21194","683","11334","670","647","159","2638","345","5464","455","2585","339","268","185","0","21","9","13","259","183","969","190","283","127","21","26","163","109","0","21","7","10","88","50","4","8","686","212","29","27","160","109","32","45","0","21","440","189","25","22",
"0500000US20127","Morris County, Kansas","5694","*****","5617","28","3979","172","1562","174","182","64","491","147","606","113","283","69","76","35","0","14","0","14","76","35","77","28","20","14","7","8","6","6","0","14","0","14","7","9","0","14","57","24","28","18","14","8","0","14","0","14","15","16","0","14",
"0500000US20129","Morton County, Kansas","3033","*****","2660","109","1755","123","891","109","22","18","121","55","496","95","252","106","14","23","14","23","0","10","0","10","373","109","56","37","11","12","4","10","0","10","0","10","41","31","0","10","317","106","3","5","0","10","0","10","0","10","314","106","0","10",
"0500000US20131","Nemaha County, Kansas","10177","*****","10063","55","7762","225","2273","223","74","41","1263","161","272","78","664","153","28","20","0","16","0","16","28","20","114","55","71","41","19","27","25","15","18","24","0","16","5","8","4","6","43","30","5","8","9","12","12","18","0","16","17","20","0","16",
"0500000US20133","Neosho County, Kansas","16358","*****","16143","83","12558","332","3489","315","174","79","1346","195","1154","203","815","138","96","61","0","16","0","16","96","61","215","83","69","45","27","31","22","22","9","16","0","16","3","4","8","13","146","63","16","17","1","3","1","3","0","16","128","59","0","16",
"0500000US20135","Ness County, Kansas","3047","*****","2895","56","2301","80","586","82","31","15","185","59","128","39","242","46","8","6","0","10","0","10","8","6","152","56","34","30","10","12","5","9","0","10","0","10","19","26","0","10","118","58","0","10","0","10","0","10","0","10","115","58","3","4",
"0500000US20137","Norton County, Kansas","5558","*****","5396","70","3632","259","1749","246","140","82","793","171","297","99","519","149","15","18","0","14","0","14","15","18","162","70","7","8","3","5","0","14","0","14","0","14","1","2","3","7","155","68","0","14","19","19","18","24","0","14","118","60","0","14",
"0500000US20139","Osage County, Kansas","16001","*****","15884","64","11859","276","3933","279","289","81","1783","203","988","145","873","151","92","55","5","7","0","16","87","54","117","64","47","31","26","22","9","14","2","6","0","16","4","6","6","5","70","56","42","47","14","19","7","16","0","16","7","12","0","16",
"0500000US20141","Osborne County, Kansas","3746","*****","3702","21","2931","95","748","97","58","29","344","65","176","60","170","42","23","17","0","10","0","10","23","17","44","21","18","13","7","7","9","13","0","10","0","10","0","10","2","4","26","18","2","5","20","17","0","10","0","10","1","3","3","4",
"0500000US20143","Ottawa County, Kansas","6004","*****","5964","21","4809","131","1149","131","82","30","556","100","327","67","184","56","6","6","0","14","0","14","6","6","40","21","25","12","8","5","0","14","0","14","0","14","17","11","0","14","15","17","15","17","0","14","0","14","0","14","0","14","0","14",
"0500000US20145","Pawnee County, Kansas","6840","*****","6625","106","5103","309","1519","271","66","38","459","140","603","192","391","132","3","4","0","14","0","14","3","4","215","106","99","89","0","14","2","3","0","14","0","14","97","89","0","14","116","59","7","14","0","14","0","14","0","14","109","60","0","14",
"0500000US20147","Phillips County, Kansas","5484","*****","5402","35","3637","193","1741","184","21","12","990","148","226","56","504","181","24","21","7","10","0","14","17","19","82","35","32","16","8","8","24","14","0","14","0","14","0","14","0","14","50","31","7","11","0","14","12","15","0","14","26","25","5","6",
"0500000US20149","Pottawatomie County, Kansas","22920","*****","22298","140","15208","551","6914","545","708","203","2805","316","1920","325","1481","285","176","68","27","21","0","18","149","65","622","140","210","78","86","44","60","50","0","18","0","18","50","44","14","21","412","155","17","26","73","49","0","18","5","7","294","141","23","20",
"0500000US20151","Pratt County, Kansas","9729","*****","9400","86","6982","287","2313","261","97","56","837","174","819","191","560","145","105","60","19","28","0","14","86","56","329","86","59","45","0","14","2","4","3","8","0","14","50","43","4","9","270","88","23","29","24","29","11","15","0","14","212","76","0","14",
"0500000US20153","Rawlins County, Kansas","2557","*****","2492","22","1618","95","871","94","32","17","438","78","108","38","293","61","3","4","0","10","0","10","3","4","65","22","3","5","0","10","0","10","1","2","0","10","2","4","0","10","62","22","5","5","3","4","1","2","0","10","53","20","0","10",
"0500000US20155","Reno County, Kansas","63803","*****","61963","244","46594","1023","15087","1003","1034","264","4638","382","6014","947","3401","304","282","91","7","10","22","30","253","85","1840","244","628","165","100","79","222","99","26","25","0","23","251","100","29","20","1212","241","93","57","108","64","12","20","17","21","924","226","58","47",
"0500000US20157","Republic County, Kansas","4768","*****","4709","31","3375","122","1314","118","65","25","839","102","178","63","232","48","20","17","0","10","0","10","20","17","59","31","16","12","1","2","6","8","0","10","0","10","4","6","5","7","43","31","0","10","20","16","0","10","0","10","23","25","0","10",
"0500000US20159","Rice County, Kansas","9949","*****","9581","113","6512","273","2996","261","167","67","1107","215","869","134","853","136","73","40","0","14","0","14","73","40","368","113","63","43","1","3","1","2","26","34","0","14","32","29","3","4","305","101","11","14","46","25","0","14","2","3","241","96","5","7",
"0500000US20161","Riley County, Kansas","75026","*****","68724","588","34854","1143","32281","1166","3271","412","10709","878","10612","829","7689","722","1589","269","169","78","32","35","1388","272","6302","588","2017","334","411","148","898","233","239","83","15","19","446","160","8","16","4285","579","405","175","2566","393","159","97","4","7","1115","369","36","41",
"0500000US20163","Rooks County, Kansas","5160","*****","5067","56","3890","142","1167","151","68","40","336","70","306","57","457","118","10","13","0","14","2","3","8","13","93","56","67","48","16","16","46","46","0","14","0","14","5","10","0","14","26","21","0","14","18","19","0","14","0","14","8","11","0","14",
"0500000US20165","Rush County, Kansas","3144","126","3097","121","2437","125","658","85","39","24","186","45","148","35","285","64","2","3","0","10","0","10","2","3","47","30","42","29","28","27","11","8","0","10","0","10","3","6","0","10","5","7","0","10","0","10","0","10","0","10","5","7","0","10",
"0500000US20167","Russell County, Kansas","6988","*****","6927","50","5085","327","1833","325","87","73","418","130","547","238","781","301","9","13","0","14","0","14","9","13","61","50","7","7","4","6","0","14","0","14","0","14","3","5","0","14","54","50","4","5","0","14","0","14","0","14","50","49","0","14",
"0500000US20169","Saline County, Kansas","55547","*****","52566","436","38793","760","13250","810","1152","274","4950","524","3609","443","3539","491","523","148","55","51","11","19","457","134","2981","436","1299","233","114","60","620","164","42","49","88","105","415","120","20","31","1682","415","62","50","208","110","0","23","0","23","1396","413","16","25",
"0500000US20171","Scott County, Kansas","4958","*****","4615","176","3382","342","1219","296","0","10","542","179","355","190","322","146","14","19","0","10","0","10","14","19","343","176","127","84","0","10","8","19","0","10","0","10","110","77","9","17","216","176","0","10","22","34","0","10","0","10","194","171","0","10",
"0500000US20173","Sedgwick County, Kansas","508221","*****","464698","1211","323674","2935","136323","2844","10328","805","44430","1679","52128","1739","29437","1163","4701","487","241","78","190","75","4270","481","43523","1211","19486","940","1429","277","10071","548","899","327","69","74","6785","705","233","85","24037","1161","851","222","6120","605","1534","480","47","35","15241","889","244","99",
"0500000US20175","Seward County, Kansas","23185","*****","16116","492","10280","485","5685","510","107","62","735","188","3163","392","1680","398","151","109","0","18","0","18","151","109","7069","492","2092","286","40","44","297","73","0","18","0","18","1749","279","6","10","4977","505","26","43","246","129","380","220","0","18","4318","487","7","13",
"0500000US20177","Shawnee County, Kansas","178567","*****","170687","694","121868","1645","47334","1580","3625","579","18820","850","14329","979","10560","680","1485","278","354","168","64","57","1067","220","7880","694","2733","397","447","166","787","141","75","47","25","20","1336","329","63","38","5147","609","177","68","1142","206","97","60","42","51","3630","556","59","58",
"0500000US20179","Sheridan County, Kansas","2522","*****","2450","28","1942","82","495","79","46","44","150","38","108","38","191","50","13","13","3","6","0","10","10","11","72","28","14","14","0","10","0","10","0","10","0","10","14","14","0","10","58","27","0","10","0","10","21","24","0","10","37","13","0","10",
"0500000US20181","Sherman County, Kansas","6038","*****","5883","106","3459","293","2424","313","101","62","805","246","414","128","1104","298","0","14","0","14","0","14","0","14","155","106","115","92","0","14","33","55","0","14","0","14","82","64","0","14","40","52","0","14","0","14","0","14","0","14","40","52","0","14",
"0500000US20183","Smith County, Kansas","3701","*****","3689","10","2583","110","1074","103","50","20","540","77","140","43","344","65","32","22","0","10","0","10","32","22","12","10","7","7","3","4","4","5","0","10","0","10","0","10","0","10","5","7","1","3","2","5","0","10","0","10","2","4","0","10",
"0500000US20185","Stafford County, Kansas","4284","*****","4025","39","2768","137","1239","138","69","35","283","61","420","98","467","97","18","15","0","10","9","10","9","10","259","39","89","44","16","16","1","4","0","10","0","10","72","40","0","10","170","35","2","3","0","10","0","10","0","10","168","36","0","10",
"0500000US20187","Stanton County, Kansas","2115","*****","1855","68","1159","119","687","121","2","4","129","52","250","80","306","83","9","12","0","10","0","10","9","12","260","68","69","33","0","10","0","10","0","10","0","10","69","33","0","10","191","67","0","10","0","10","0","10","0","10","189","67","2","4",
"0500000US20189","Stevens County, Kansas","5738","*****","4779","207","3335","278","1411","215","46","38","273","114","709","147","383","114","33","27","0","14","0","14","33","27","959","207","171","87","14","19","0","14","0","14","0","14","157","82","0","14","788","216","0","14","11","15","0","14","0","14","770","215","7","14",
"0500000US20191","Sumner County, Kansas","23509","*****","23312","86","17404","375","5765","349","271","102","1784","260","2441","199","1269","220","143","50","21","25","0","18","122","44","197","86","107","50","3","4","54","35","0","18","0","18","24","18","26","29","90","64","12","10","2","3","5","5","6","6","65","61","0","18",
"0500000US20193","Thomas County, Kansas","7909","*****","7717","67","5186","294","2514","295","68","39","1035","239","322","115","1089","182","17","18","0","14","0","14","17","18","192","67","65","46","0","14","25","25","0","14","0","14","37","38","3","3","127","72","9","18","2","4","0","14","0","14","116","67","0","14",
"0500000US20195","Trego County, Kansas","2927","*****","2912","17","2461","93","442","90","15","15","149","48","108","61","170","70","9","13","0","10","0","10","9","13","15","17","14","16","0","10","14","16","0","10","0","10","0","10","0","10","1","2","0","10","0","10","1","2","0","10","0","10","0","10",
"0500000US20197","Wabaunsee County, Kansas","6960","*****","6907","29","5057","178","1811","178","155","72","971","190","385","87","300","73","39","20","3","6","0","14","36","20","53","29","20","13","7","6","3","4","0","14","0","14","10","9","0","14","33","31","0","14","4","5","0","14","7","12","22","27","0","14",
"0500000US20199","Wallace County, Kansas","1584","97","1543","99","1036","106","493","75","4","6","96","33","88","39","305","64","14","16","0","10","0","10","14","16","41","31","11","10","8","9","1","5","0","10","0","10","2","4","0","10","30","31","3","4","0","10","0","10","0","10","27","31","0","10",
"0500000US20201","Washington County, Kansas","5613","*****","5463","48","3968","141","1464","131","51","25","927","114","208","60","278","67","31","23","0","14","4","5","27","23","150","48","37","37","8","8","0","14","0","14","0","14","2","3","27","35","113","22","8","8","4","8","6","8","0","14","95","15","0","14",
"0500000US20203","Wichita County, Kansas","2168","*****","1848","111","1266","126","579","130","22","35","108","44","165","67","284","112","3","5","0","10","0","10","3","5","320","111","49","39","0","10","0","10","0","10","0","10","49","39","0","10","271","110","0","10","0","10","0","10","0","10","271","110","0","10",
"0500000US20205","Wilson County, Kansas","8956","*****","8802","51","6661","216","2099","219","59","26","602","124","817","144","621","127","42","29","14","17","0","14","28","24","154","51","92","40","39","27","43","28","0","14","0","14","10","13","0","14","62","35","7","7","14","16","0","14","0","14","41","32","0","14",
"0500000US20207","Woodson County, Kansas","3186","*****","3159","20","2464","107","692","104","17","12","196","52","342","86","137","45","3","4","0","10","0","10","3","4","27","20","6","6","2","3","4","5","0","10","0","10","0","10","0","10","21","17","10","10","4","5","0","10","0","10","7","13","0","10",
"0500000US20209","Wyandotte County, Kansas","161777","*****","136405","986","87071","1457","48278","1365","1711","282","27310","1199","12693","606","6564","519","1056","226","221","168","47","34","788","154","25372","986","4924","522","507","133","1129","180","299","138","23","26","2913","392","53","50","20448","987","245","109","3581","336","544","183","83","84","15961","845","34","27",
"0500000US21001","Adair County, Kentucky","19156","*****","18954","80","14720","448","4160","445","331","115","2319","392","1069","216","441","136","74","51","0","18","0","18","74","51","202","80","51","46","0","18","29","36","0","18","0","18","14","21","8","14","151","59","10","11","24","24","0","18","0","18","98","47","19","30",
"0500000US21003","Allen County, Kentucky","20421","*****","20213","78","13699","582","6185","501","772","192","2581","410","2491","348","341","130","329","395","0","21","0","21","329","395","208","78","55","42","5","9","20","29","0","21","0","21","23","33","7","11","153","72","0","21","35","58","0","21","10","16","101","35","7","12",
"0500000US21005","Anderson County, Kentucky","21867","*****","21647","109","17784","451","3829","441","534","181","1692","339","1376","297","227","88","34","31","18","24","4","7","12","16","220","109","19","25","19","25","0","21","0","21","0","21","0","21","0","21","201","106","39","44","0","21","0","21","0","21","162","106","0","21",
"0500000US21007","Ballard County, Kentucky","8216","*****","8075","68","4977","293","3029","268","90","52","2063","242","634","90","242","80","69","34","0","16","0","16","69","34","141","68","124","71","35","37","69","64","3","5","0","16","17","14","0","16","17","15","15","14","0","16","0","16","0","16","2","3","0","16",
"0500000US21009","Barren County, Kentucky","43287","*****","42529","174","33799","921","8579","906","626","161","4437","820","2947","424","569","197","151","80","0","24","7","13","144","80","758","174","169","102","86","82","23","29","0","24","0","24","52","45","8","14","589","165","28","30","140","56","0","24","0","24","406","148","15","23",
"0500000US21011","Bath County, Kentucky","12113","*****","11986","53","9786","471","2154","431","114","78","1249","312","569","219","222","129","46","43","0","18","21","34","25","31","127","53","17","25","0","18","0","18","0","18","0","18","17","25","0","18","110","54","0","18","13","18","0","18","0","18","97","51","0","18",
"0500000US21013","Bell County, Kentucky","27676","*****","27548","88","21718","577","5751","561","106","51","2682","407","2697","334","266","101","79","42","16","26","0","21","63","34","128","88","54","39","15","25","25","19","0","21","14","22","0","21","0","21","74","81","15","24","14","30","0","21","0","21","45","73","0","21",
